Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,ItemCode,ItemDescription,Price,Cost,GP,Gp%,,,,,
,,2087,SUWELACK PURACOL 2 X 2 BULK MSC8522BB,78,45.384915,32.615085,0.4181421153846154,,,,,
,,2088,SUWELACK PURACOL 4 X 4.25 MSC8544,24.96,18.107353,6.852647000000001,0.2745451522435898,,,,,
,,2089,SUWELACK PURACOL 4 X 4.25 BULK MSC8544BB,148.32,145.598793,2.7212069999999926,0.018346864886731342,,,,,
,,2114,PSS 6 X 6 BRDRD GAUZE DRSG NS  4791,35.57,32.280238,3.289762000000003,0.09248698341298857,,,,,
,,2115,PSS 4 X 4 BRDRD GAUZE DRSG NS  4790,18.34,19.165939,-0.8259390000000018,-0.045034841875681665,,,,,
,,2116,"PSS 6"" x 10 LY RETENTION TAPE  4811",122.52,114.147116,8.372883999999999,0.06833891609533137,,,,,
,,2117,"PSS 2"" X 10 LY RETENTION TAPE  4809",40.68,45.217411,-4.537410999999999,-0.11153911012782691,,,,,
,,2118,"PSS 4"" X 10 LY RETENTION TAPE  4810",77.76,87.822133,-10.062132999999989,-0.1293998585390945,,,,,
,,2124,"""Discontinued"" 3M 9943J Hydrocolloid (18 MIL) 9.25""x75 yards",590,458.9848,131.0152,0.22205966101694913,,,,,
,,2141,**INACTIVE**BOX 20 X 16 X 16 #S-4645,1.65,1.7259,-0.07590000000000008,-0.04600000000000005,,,,,
,,2178,ETHICON STARGATE ARM WRAP  (Rev. D) D17263P01,3.38,1.937975,1.442025,0.4266346153846154,,,,,
,,2300,ARGENTUM 3 x 16 PAD NS; BULK,0.49,0.351564,0.138436,0.28252244897959183,,,,,
,,2301,ARGENTUM 3 X 8 PAD NS; BULK,0.4,0.152646,0.24735400000000002,0.618385,,,,,
,,2326,DERMA/MCKESS P/L 4X4 HYG SHT  STERILE (SUB),0.73,0.815598,-0.08559800000000006,-0.11725753424657544,,,,,
,,2341,TATUDERM ROLLS 6 IN X 180 IN TD6X180-10,93,88.428304,4.571696000000003,0.049158021505376376,,,,,
,,2354,GENERAL ECONOPAK FACE SHIELD,0.91,0.980137,-0.070137,-0.07707362637362637,,,,,
,,2379,AHS I V TAPE CARD,0.138,0.063523,0.07447700000000002,0.5396884057971015,,,,,
,,2390,"PURACOL PLUS EP 2"" X 2.25"" MSC8622EP",20.28,18.336738,1.9432620000000007,0.09582159763313612,,,,,
,,2391,"PURACOL PLUS EP 4.25"" X 4.5"" MSC8644EP",34.32,28.910416,5.409583999999999,0.1576219114219114,,,,,
,,2397,"MPM Strl Spt Drsg  2.375""x2.75"" Overall 1"" x 1.25"" Pad MP00499",0.37,0.506463,-0.136463,-0.36881891891891894,,,,,
,,2398,PHARMCHEM PATCH OVERLAY,0.2835,0.163721,0.11977899999999997,0.4225008818342151,,,,,
,,2399,PRECEPT MITSUBISHI SHIELD 10 02 004,0.075,0.080233,-0.0052330000000000015,-0.06977333333333335,,,,,
,,2439,**INACTIVE**FOAM 6.5 IN MEDISPONGE-30W 0.25T W/ FLESH POLY FILM,15,1.4121,13.5879,0.90586,,,,,
,,2485,MEDLINE DRSG 1X3.5 W / 1X1 PAD MSC2413,74.4,54.284226,20.11577400000001,0.270373306451613,,,,,
,,2486,MEDLINE DRSG 2X4.5 W /1.5X2 PAD MSC2424,114,109.737838,4.262162000000004,0.03738738596491231,,,,,
,,2490,"SPENCO BLISTER KIT 1"" 308-1072",1.49,1.833143,-0.343143,-0.2302973154362416,,,,,
,,2491,**INACTIVE**SPENCO SKIN MOIST PADS 2X3 HYDROGEL 308-1056,1.8,2.379489,-0.5794889999999999,-0.32193833333333327,,,,,
,,2501,**INACTIVE**SPENCO SKIN BLISTER PADS 308-1080,1.76,0.716287,1.043713,0.5930187499999999,,,,,
,,2507,MEDLINE ARGLAES POSTOP 3.25 X 14 MSC9314,158.21,106.861975,51.34802500000001,0.3245561279312307,,,,,
,,2508,**INACTIVE**MEDLINE ARGLAES ANTIMICR 4.75 X 10 MSC9069,140.16,75.405748,64.754252,0.46200236872146117,,,,,
,,2523,MEDL ARGLAES ANTIMICR 2 3/8X3 1/4 MSC9023,103.31,83.45776,19.85224000000001,0.1921618429968058,,,,,
,,2524,MEDLINE ARGLAES ANTIMICR 4 X 4.75 MSC9045,170.87,107.431854,63.438146,0.37126555861181015,,,,,
,,2537,MEDEGEN HANDISTRIPS,0.25,0.432517,-0.18251699999999998,-0.7300679999999999,,,,,
,,2542,TELEFLEX ADHESIVE DISC #84215,0.4992,0.229025,0.27017499999999994,0.5412159455128204,,,,,
,,2544,SPENCO ADHESIVE KNIT 3X5 INTERNATIONAL 308-1635,1.05,1.030274,0.019726000000000132,0.01878666666666679,,,,,
,,2558,YOU NICE ACNE DRSG 1.75 X 3.25 CARD W/DISCS,0.2983,0.172784,0.12551600000000002,0.42077103586992964,,,,,
,,2567,MEDLINE ARGLAES ALGINATE 4  MSC9145,209.63,125.385881,84.244119,0.4018705290273339,,,,,
,,2568,MEDLINE ARGLAES ALGINATE 6X9 MSC9169,232.37,129.362848,103.00715199999999,0.4432893747041356,,,,,
,,2569,SPENCO 2nd Skin ADHESIVE KNIT 308-1361 (Non-Sterile),1.05,2.975991,-1.925991,-1.8342771428571427,,,,,
,,2595,HYDROMED ANCHOR TEMPLATE,0.32,0.243622,0.076378,0.23868125,,,,,
,,2624,"4 FOG FILM 12.25"" X 500 LY #6-PRS-0067",386.25,159.799721,226.450279,0.5862790394822006,,,,,
,,2626,**INACTIVE**SPENCO SKIN MOIST PADS 2X3 HYDROGEL CANADA 308-1577,1.8,2.379489,-0.5794889999999999,-0.32193833333333327,,,,,
,,2629,**INACTIVE**SPENCO SKIN MOIST PADS 2x1.5 HYDROGEL 308-2385,2.58,3.198156,-0.6181559999999999,-0.23959534883720926,,,,,
,,2635,**INACTIVE**SPENCO SKIN MOIST PADS 2X1.5 HYDROGEL 1569 BULK,0.3,0.745808,-0.44580800000000004,-1.4860266666666668,,,,,
,,2670,**INACTIVE**SPENCO 3x4 MOIST BURN PAD 308-1536,1.79,3.59721,-1.80721,-1.0096145251396649,,,,,
,,2688,"ARGENTUM 2X8 WOUND PAD NS, BULK WPD28",0.2,0.161979,0.038021,0.190105,,,,,
,,2689,"ARGENTUM 2X10 WOUND PAD NS,BULK WPD210",0.25,0.201115,0.04888500000000001,0.19554000000000005,,,,,
,,2690,"ARGENTUM 2X12 WOUND PAD NS,BULK WPD212",0.3,0.211217,0.088783,0.29594333333333334,,,,,
,,2691,"ARGENTUM 4X4 WOUND PAD NS, BULK WPD44",0.2,0.076638,0.12336200000000001,0.6168100000000001,,,,,
,,2692,MUELLER BULK UNPRT  NO GLARE STRIPS - 4/SHT,0.06,0.019216,0.040784,0.6797333333333334,,,,,
,,2711,MEDLINE GENTAC 2x5 LY SILICONE W/ 1/8 IN EXT LINER MSC1585,39.55,45.006236,-5.456236000000004,-0.13795792667509493,,,,,
,,2714,"MEDLINE GENTAC .75 X 3.3 LY SILICONE W/ 1/8"" EXT. LNR MSC1583",49.8,33.595203,16.204797,0.32539753012048195,,,,,
,,2719,MEDLINE ARGLAES ALGINATE 2 3/8 X 3 1/4 MSC9123,127,87.142724,39.857276,0.31383681889763776,,,,,
,,2734,**INACTIVE**SPENCO SKIN MOIST PAD 2X3 HYDROGEL BULK 308-1551,0.43,0.515002,-0.08500199999999997,-0.1976790697674418,,,,,
,,2737,"**INACTIVE**MPM EXCELGINATE 4 X 4 DRSG (10/BG, 5BG/CS) MP00801",0.84,0,0.84,1,,,,,
,,2747,MARK TRAYNOR INVISTAPE 1.063 X 1.938 1525-2,0.1796,0.050431,0.129169,0.7192037861915368,,,,,
,,2751,MEDICAL ACTION 2 PIECE SECURE SITE R1255,0.0398,0.020361,0.019439,0.4884170854271357,,,,,
