SONumber,LineNumber,ItemCode,ItemDescription,CustomerCode,CustomerName,ItemSalesClassCode,OrderQuantity,UnitPrice,ExtendedLineAmount,Order date,Requested Ship date,lead_time_days,mfg_start_date,earliest_ship_date,feasibility,days_margin,Profit,gp_pct_cost_sheet,profit_estimated,ship_month
63964,10,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,4.0,71.94,287.76,2025-03-18,2025-06-11,14,2026-02-25,2026-03-11,LATE,-273.0,144.918076,0.5036074367528496,144.91807599999999,2026-03
63967,1,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,3.0,71.94,215.82,2025-03-18,2025-06-30,14,2026-02-25,2026-03-11,LATE,-254.0,108.688557,0.5036074367528496,108.68855699999999,2026-03
64035,1,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,2.0,71.94,143.88,2025-04-02,2025-07-14,14,2026-02-25,2026-03-11,LATE,-240.0,72.45903799999999,0.5036074367528496,72.45903799999999,2026-03
64070,10,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,2.0,71.94,143.88,2025-04-14,2025-07-09,14,2026-02-25,2026-03-11,LATE,-245.0,72.45903799999999,0.5036074367528496,72.45903799999999,2026-03
64071,10,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,9.0,71.94,647.46,2025-04-14,2025-07-09,14,2026-02-25,2026-03-11,LATE,-245.0,326.06567099999995,0.5036074367528496,326.065671,2026-03
64073,10,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,1.0,71.94,71.94,2025-04-14,2025-07-09,14,2026-02-25,2026-03-11,LATE,-245.0,36.229519,0.5036074367528496,36.229518999999996,2026-03
64076,20,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,6.0,71.94,431.64,2025-04-14,2025-07-09,14,2026-02-25,2026-03-11,LATE,-245.0,217.377114,0.5036074367528496,217.37711399999998,2026-03
64079,20,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,7.0,71.94,503.58,2025-04-14,2025-07-09,14,2026-02-25,2026-03-11,LATE,-245.0,253.606633,0.5036074367528496,253.606633,2026-03
64826,1,F-22008,"ADVANCED 2"" × 200' ROLL OCCLUSIVE",ADV SL    ,Advanced Science Laboratories Inc,MEDICAL   ,40.0,103.36,4134.4,2025-12-17,,14,2026-02-25,2026-03-11,NO_DEADLINE,,1782.17168,0.431059326625387,1782.1716799999997,2026-03
64826,2,F-22007,"ADVANCED 2"" × 200' ROLL SEMI-OCCLUSIVE",ADV SL    ,Advanced Science Laboratories Inc,MEDICAL   ,40.0,214.98,8599.2,2025-12-17,,14,2026-02-25,2026-03-11,NO_DEADLINE,,5045.37148,0.6453862413016783,5549.805366201393,2026-03
63613,10,6011,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,17.0,127.14,2161.38,2024-12-10,2025-03-10,14,2026-02-25,2026-03-11,LATE,-366.0,986.014807,0.4561968774579204,986.0148070000001,2026-03
63627,10,6011,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,3.0,127.14,381.42,2024-12-10,2025-03-10,14,2026-02-25,2026-03-11,LATE,-366.0,174.002613,0.4561968774579204,174.00261300000003,2026-03
64089,20,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,8.0,71.94,575.52,2025-04-14,2025-07-09,14,2026-02-25,2026-03-11,LATE,-245.0,289.836152,0.5036074367528496,289.83615199999997,2026-03
64131,1,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,5.0,71.94,359.7,2025-04-29,2025-07-28,14,2026-02-25,2026-03-11,LATE,-226.0,181.147595,0.5036074367528496,181.147595,2026-03
64178,1,7832,SkinCentry Premium Silicone Cream 2oz,REMEDIUM  ,"Remedium Healthcare Products, LLC",Filling OP,15000.0,1.4,21000.0,2025-05-12,,0,2026-02-25,2026-02-25,NO_DEADLINE,,3294.4349999999977,0.156877857142857,3294.434999999997,2026-02
64299,1,6008,"MEDLINE CURAD MEDISTRIP 1/4 X 1.5 IN, STERILE NON250114",MEDL      ,"Medline Industries, Inc.",MEDICAL   ,1.0,71.94,71.94,2025-06-17,2025-09-16,14,2026-02-25,2026-03-11,LATE,-176.0,36.229519,0.5036074367528496,36.229518999999996,2026-03
64322,2,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,51.0,20.6,1050.6,2025-06-24,2025-09-30,0,2026-02-25,2026-02-25,LATE,-148.0,504.2091540000001,0.4799249514563107,504.20915399999996,2026-02
64372,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,76.0,20.6,1565.6,2025-07-15,2025-10-21,0,2026-02-25,2026-02-25,LATE,-127.0,751.3705040000002,0.4799249514563107,751.370504,2026-02
64415,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,5.0,20.6,103.0,2025-07-22,2025-10-25,0,2026-02-25,2026-02-25,LATE,-123.0,49.43227000000001,0.4799249514563107,49.43227,2026-02
64416,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,177.0,20.6,3646.2,2025-07-22,2025-10-07,0,2026-02-25,2026-02-25,LATE,-141.0,1749.9023580000005,0.4799249514563107,1749.902358,2026-02
64426,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,80.0,20.6,1648.0,2025-07-29,2025-11-05,0,2026-02-25,2026-02-25,LATE,-112.0,790.9163200000002,0.4799249514563107,790.91632,2026-02
64454,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,6.0,20.6,123.6,2025-08-14,2025-10-25,0,2026-02-25,2026-02-25,LATE,-123.0,59.31872400000002,0.4799249514563107,59.318724,2026-02
64455,2,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,92.0,20.61,1896.12,2025-08-14,2025-11-12,0,2026-02-25,2026-02-25,LATE,-105.0,909.5537680000002,0.4799249514563107,909.9952989553398,2026-02
64550,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,48.0,20.61,989.28,2025-09-09,2025-11-27,0,2026-02-25,2026-02-25,LATE,-90.0,474.54979200000014,0.4799249514563107,474.78015597669906,2026-02
64553,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,16.0,20.61,329.76,2025-09-10,2025-12-20,0,2026-02-25,2026-02-25,LATE,-67.0,158.18326400000004,0.4799249514563107,158.260051992233,2026-02
64579,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,12.0,20.61,247.32,2025-09-17,2025-11-29,0,2026-02-25,2026-02-25,LATE,-88.0,118.63744800000003,0.4799249514563107,118.69503899417477,2026-02
64605,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,104.0,20.61,2143.44,2025-09-23,2026-01-03,0,2026-02-25,2026-02-25,LATE,-53.0,1028.1912160000002,0.4799249514563107,1028.6903379495147,2026-02
64623,2,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,84.0,20.61,1731.24,2025-09-30,2026-01-10,0,2026-02-25,2026-02-25,LATE,-46.0,830.4621360000002,0.4799249514563107,830.8652729592234,2026-02
64665,1,5666,MPM RadiaPlex Rx Gel 6oz. MP00106,MPM       ,"MPM Medical, Inc.",Filling OP,2284.0,4.1,9364.4,2025-10-13,,0,2026-02-25,2026-02-25,NO_DEADLINE,,3877.960204,0.4141173170731707,3877.9602039999995,2026-02
64666,2,5660,MPM Antiseptic Wound & Skin Cleanser 8 fl.oz. MP00032,MPM       ,"MPM Medical, Inc.",Filling OP,3981.0,2.2,8758.2,2025-10-13,2026-01-12,0,2026-02-25,2026-02-25,LATE,-44.0,3238.256868000001,0.36974,3238.2568680000004,2026-02
64771,2,1674,BI OVERLAY #2 - ITALY,LAVIPHARM ,Lavipharm SA,MEDICAL   ,500000.0,0.237,118500.0,2025-11-21,2026-02-02,14,2026-02-25,2026-03-11,LATE,-37.0,11165.00000000001,0.1326797385620916,15722.549019607854,2026-03
64771,3,N-4001,Art & Print Plate Charges,LAVIPHARM ,Lavipharm SA,MEDICAL   ,1.0,549.0,549.0,2025-11-21,2026-02-02,0,2026-02-25,2026-02-25,LATE,-23.0,,,,2026-02
64786,2,7156,URGO - VASHE 475 ml Instill 00317,URGO      ,URGO Medical,Filling OP,12504.0,5.08,63520.32,2025-11-26,2026-04-06,0,2026-02-25,2026-02-25,ON_TIME,40.0,40150.143936,0.6320834645669291,40150.143936,2026-02
64788,2,7156,URGO - VASHE 475 ml Instill 00317,URGO      ,URGO Medical,Filling OP,18000.0,5.08,91440.0,2025-11-26,2026-03-16,0,2026-02-25,2026-02-25,ON_TIME,19.0,57797.712,0.6320834645669291,57797.712,2026-02
64937,1,N-4008,Expedite Fee for 15ml Bottles,PERIO     ,PerioSciences,MEDICAL   ,1.0,2556.79,2556.79,2026-01-29,2026-02-27,0,2026-02-25,2026-02-25,ON_TIME,2.0,,,,2026-02
64955,1,N-4009,Artwork Prep/Plate Fee(s),URGO      ,URGO Medical,MEDICAL   ,1.0,1200.0,1200.0,2026-02-03,,0,2026-02-25,2026-02-25,NO_DEADLINE,,,,,2026-02
64955,2,N-4001,Set Up Charges,URGO      ,URGO Medical,MEDICAL   ,1.0,450.0,450.0,2026-02-03,,0,2026-02-25,2026-02-25,NO_DEADLINE,,,,,2026-02
64984,1,5639,"D* Sorbitol Crystalline Powder NF, CAS# 50-70-4 KOSHER",ORORA     ,Orora Business Service Center,MEDICAL   ,214127.05,0.005678,1215.81,2026-02-11,,49,2026-02-25,2026-04-15,NO_DEADLINE,,,,,2026-04
64984,2,5515,D* Dentsil DS 60 HYDRATED SILICA - CAS#112926-00-8 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,467602.0,0.005164,2414.7,2026-02-11,,112,2026-02-25,2026-06-17,NO_DEADLINE,,,,,2026-06
64984,3,5703,D* Glycerin 99.7% CAS# 56-81-5  KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,2013600.0,0.000825,1661.22,2026-02-11,,28,2026-02-25,2026-03-25,NO_DEADLINE,,-310.0944000000001,-0.117557251908397,-195.28845801526725,2026-03
64984,4,5517,D* Cooling Type Flavor Natural 113.90468 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,48563.98,0.016268,790.04,2026-02-11,,14,2026-02-25,2026-03-11,NO_DEADLINE,,,,,2026-03
64984,5,5518,"D* Mint Flavor WONF OS, Natural 113.19228 CAS# 68917-18-0 KOSHER",ORORA     ,Orora Business Service Center,MEDICAL   ,16562.0,0.05818,963.58,2026-02-11,,14,2026-02-25,2026-03-11,NO_DEADLINE,,,,,2026-03
64984,6,7525,D* BLANOSE™ CMC 7MF CAS#9004-32-4  KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,37639.0,0.0074,278.53,2026-02-11,,100,2026-02-25,2026-06-05,NO_DEADLINE,,,,,2026-06
64984,7,5520,D* Tetrapotassium Pyrophosphate CAS#7320-34-5 1614086,ORORA     ,Orora Business Service Center,MEDICAL   ,7446.0,1.11887,8331.11,2026-02-11,,45,2026-02-25,2026-04-11,NO_DEADLINE,,,,,2026-04
64984,8,5521,D* Tetrasodium Pyrophosphate CAS#7722-88-5 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,13337.0,0.286859,3825.84,2026-02-11,,90,2026-02-25,2026-05-26,NO_DEADLINE,,,,,2026-05
64984,9,5522,D* Aloe Barbadensis Leaf JuiceCAS#85507-69-3 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,45978.01,0.005609,257.89,2026-02-11,,35,2026-02-25,2026-04-01,NO_DEADLINE,,,,,2026-04
64984,10,5686,D* Citric Acid CAS# 77-92-9,ORORA     ,Orora Business Service Center,MEDICAL   ,25563.08,0.00335,85.64,2026-02-11,,28,2026-02-25,2026-03-25,NO_DEADLINE,,,,,2026-03
64984,11,5525,D* AmmoniumGlycyrrhizate Magnasweet 110-2X CAS#53956-04-0 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,81438.0,0.012686,1033.12,2026-02-11,,14,2026-02-25,2026-03-11,NO_DEADLINE,,,,,2026-03
64984,12,6901,D* ASCORBIC ACID CAS# 50-81-7  KOSHER,ORORA     ,Orora Business Service Center,CONSUMER  ,24696.47,0.003078,76.02,2026-02-11,,28,2026-02-25,2026-03-25,NO_DEADLINE,,,,,2026-03
64984,13,5527,D* Mentha Arvensis (Cornmint) Leaf Oil CAS# 68917-18-0 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,671.63,0.201718,135.48,2026-02-11,,64,2026-02-25,2026-04-30,NO_DEADLINE,,,,,2026-04
64984,14,5528,D* Mentha Viridis (Spearmint) Leaf Oil CAS# 8008-79-5 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,890.55,0.412206,367.09,2026-02-11,,42,2026-02-25,2026-04-08,NO_DEADLINE,,,,,2026-04
64984,15,5530,D* Sodium Fluoride CAS#7681-49-4  KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,22656.0,0.005479,124.13,2026-02-11,,42,2026-02-25,2026-04-08,NO_DEADLINE,,,,,2026-04
64984,16,5590,"BAG, AP2390.11 Arena ""Air-Evac"" Vertex, 3Ply Liquid Liner Bag",ORORA     ,Orora Business Service Center,MEDICAL   ,14.0,133.080714,1863.13,2026-02-11,,35,2026-02-25,2026-04-01,NO_DEADLINE,,,,,2026-04
65009,1,6323,MINERALIZ GU/Zn CAS# 4468-02-4 KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,66959.0,0.074096,4961.39,2026-02-20,,56,2026-02-25,2026-04-22,NO_DEADLINE,,,,,2026-04
65009,2,7224,GREEN TEA PHYTOBASIC IN PG (3345L) KOSHER,ORORA     ,Orora Business Service Center,Default   ,15375.0,0.055522,853.65,2026-02-20,,30,2026-02-25,2026-03-27,NO_DEADLINE,,-28.88962499999998,-0.0460200832721038,-39.28504408523141,2026-03
65009,3,6327,ALOE VERA LEAF GEL DECOLORIZED 10X # AG014 CAS#94349-62-9,ORORA     ,Orora Business Service Center,MEDICAL   ,21783.07,0.012741,277.54,2026-02-20,,28,2026-02-25,2026-03-25,NO_DEADLINE,,,,,2026-03
65009,4,6328,CARBOX WAX SENTRY POLYETHYLENE GLYCOL 600 NF CAS#25322-68-3,ORORA     ,Orora Business Service Center,MEDICAL   ,716188.0,0.009742,6977.1,2026-02-20,,25,2026-02-25,2026-03-22,NO_DEADLINE,,,,,2026-03
65009,5,6330,MENTHOL CAS#2216-51-5   KOSHER,ORORA     ,Orora Business Service Center,MEDICAL   ,9524.0,0.091107,867.7,2026-02-20,,42,2026-02-25,2026-04-08,NO_DEADLINE,,,,,2026-04
65009,6,5713,Polysorbate 20 CAS# 9005-64-5,ORORA     ,Orora Business Service Center,MEDICAL   ,112638.0,0.008159,919.01,2026-02-20,,25,2026-02-25,2026-03-22,NO_DEADLINE,,,,,2026-03
65009,7,7573,AUSTRALIAN TEA TREE OIL #50-6270-01,ORORA     ,Orora Business Service Center,MEDICAL   ,571.53,0.117212,66.99,2026-02-20,,28,2026-02-25,2026-03-25,NO_DEADLINE,,,,,2026-03
64771,1,1673,BI OVERLAY #1 - ITALY,LAVIPHARM ,Lavipharm SA,MEDICAL   ,400000.0,0.235,94000.0,2025-11-21,2026-02-02,14,2026-02-25,2026-03-11,LATE,-37.0,22146.0,0.3343297101449275,31426.992753623188,2026-03
64687,1,5662,"MPM Regenecare Wound Gel 0.5 oz, MP00101",MPM       ,"MPM Medical, Inc.",Filling OP,5000.0,0.98,4900.0,2025-10-16,,0,2026-02-25,2026-02-25,NO_DEADLINE,,1159.3049999999998,0.2365928571428571,1159.3049999999998,2026-02
64688,1,5005,IMPLUS SKIN BLISTER PADS 4742300,IMPLUS    ,Implus LLC,MEDICAL   ,15600.0,3.0,46800.0,2025-10-20,2025-12-29,14,2026-02-25,2026-03-11,LATE,-72.0,24278.3424,0.518768,24278.3424,2026-03
64795,1,4557,PREVENA PEEL AND PLACE TEGADERM SHORT (13Cm)  # 416129 Rev E,KCI IRE   ,KCII-IRE-IRM,MEDICAL   ,40000.0,1.247,49880.0,2025-12-05,2026-03-22,0,2026-02-25,2026-02-25,ON_TIME,25.0,19807.000000000007,0.397093023255814,19807.000000000004,2026-02
64560,1,7235,HARMAC PRTD DRAPE ASSEMBLY P3113231 REV.A  (ROW),HARM IRE  ,Harmac Medical Products,Drape&Mask,120000.0,0.5211,62532.0,2025-09-12,2026-02-16,0,2026-02-25,2026-02-25,LATE,-9.0,38329.920000000006,0.6129648819804261,38329.920000000006,2026-02
64718,1,5440,MPM Regenecare HA Gel 0.5oz. MP00112,MPM       ,"MPM Medical, Inc.",Filling OP,5000.0,1.54,7700.0,2025-10-29,,0,2026-02-25,2026-02-25,NO_DEADLINE,,4408.87,0.5725805194805195,4408.87,2026-02
64789,1,N-4001,Large Filter Discs Samples,HARM IRE  ,Harmac Medical Products,MEDICAL   ,4000.0,1.675,6700.0,2025-12-01,2026-01-05,0,2026-02-25,2026-02-25,LATE,-51.0,,,,2026-02
64498,1,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,EMED      ,EMED Technologies Corp,MEDICAL   ,180000.0,0.1507,27126.0,2025-08-25,2026-03-16,0,2026-02-25,2026-02-25,ON_TIME,19.0,7341.12,0.2706303915063039,7341.12,2026-02
64769,1,4152,"McKESSON 61-82044 DRESSING, HYDROGEL SHEET STR LF 4X4",MCKESSON  ,McKesson Medical Surgical,MEDICAL   ,1200.0,87.07,104484.0,2025-11-20,2025-12-05,0,2026-02-25,2026-02-25,LATE,-82.0,18490.645199999988,0.1769710692546226,18490.645199999988,2026-02
64847,1,5859,"MPM MP00990 DRY VEIL CONTACT LAYER 36""X36"" (48ea/CS)",MPM       ,"MPM Medical, Inc.",MEDICAL   ,10000.0,2.0,20000.0,2025-12-30,,90,2026-02-25,2026-05-26,NO_DEADLINE,,8474.79,0.4237395,8474.789999999999,2026-05
64682,1,3424,"MPM Cool Magic Gel Sheet 6.0""x8.0"" OL MP00208",MPM       ,"MPM Medical, Inc.",MEDICAL   ,10000.0,6.3,63000.0,2025-10-14,,14,2026-02-25,2026-03-11,NO_DEADLINE,,14266.97,0.2264598412698412,14266.969999999996,2026-03
64882,1,7153,URGO - VASHE 250 ml Flip Top 00313,URGO      ,URGO Medical,Filling OP,146004.0,1.88,274487.52,2026-01-08,2026-04-27,0,2026-02-25,2026-02-25,ON_TIME,61.0,111029.61782399996,0.4044978723404254,111029.61782399997,2026-02
64883,1,7155,URGO - VASHE 250 ml Instill 00316,URGO      ,URGO Medical,Filling OP,3996.0,4.34,17342.64,2026-01-08,2026-04-20,0,2026-02-25,2026-02-25,ON_TIME,54.0,11650.206131999998,0.6717665898617511,11650.206132,2026-02
64717,2,7486,"CARDINAL HEALTH TELFA ADHESIVE DRESSING 3""x4"" 7643",COVIDMA   ,Patient Recovery,MEDICAL   ,504.0,259.272,130673.09,2025-10-29,2026-02-13,0,2026-02-25,2026-02-25,LATE,-12.0,68384.418984,0.523324427628128,68384.42003064886,2026-02
64792,1,3752,MPM 4 x 5 THIN FILM DRESSING STERILE MP00470,MPM       ,"MPM Medical, Inc.",MEDICAL   ,400.0,149.15,59660.0,2025-12-04,,0,2026-02-25,2026-02-25,NO_DEADLINE,,13688.842,0.2294475695608447,13688.841999999995,2026-02
64822,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,148.0,20.61,3050.28,2025-12-10,2026-02-28,0,2026-02-25,2026-02-25,ON_TIME,3.0,1463.1951920000004,0.4799249514563107,1463.9054809281554,2026-02
64827,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,4.0,20.61,82.44,2025-12-17,2026-03-24,0,2026-02-25,2026-02-25,ON_TIME,27.0,39.54581600000001,0.4799249514563107,39.56501299805825,2026-02
64828,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,320.0,20.61,6595.2,2025-12-17,2026-03-08,0,2026-02-25,2026-02-25,ON_TIME,11.0,3163.6652800000006,0.4799249514563107,3165.20103984466,2026-02
64839,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,84.0,20.61,1731.24,2025-12-29,2026-04-08,0,2026-02-25,2026-02-25,ON_TIME,42.0,830.4621360000002,0.4799249514563107,830.8652729592234,2026-02
64843,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,132.0,20.61,2720.52,2025-12-29,2026-03-15,0,2026-02-25,2026-02-25,ON_TIME,18.0,1305.0119280000004,0.4799249514563107,1305.6454289359224,2026-02
64850,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,4.0,20.61,82.44,2025-12-30,2026-04-06,0,2026-02-25,2026-02-25,ON_TIME,40.0,39.54581600000001,0.4799249514563107,39.56501299805825,2026-02
64921,1,6039,MEDLINE SURESITE 4 X 4.75 MSC2304,MEDL      ,"Medline Industries, Inc.",MEDICAL   ,428.0,20.61,8821.08,2026-01-20,2026-04-13,0,2026-02-25,2026-02-25,ON_TIME,47.0,4231.402312000001,0.4799249514563107,4233.456390792233,2026-02
64658,1,5674,MPM OraMagic Plus 8oz MP00224,MPM       ,"MPM Medical, Inc.",Filling OP,2000.0,2.45,4900.0,2025-10-08,,0,2026-02-25,2026-02-25,NO_DEADLINE,,1261.3700000000003,0.2574224489795919,1261.3700000000001,2026-02
64578,1,5671,MPM OraMagic Rx 12oz MP00213,MPM       ,"MPM Medical, Inc.",Filling OP,1800.0,3.56,6408.0,2025-09-17,,0,2026-02-25,2026-02-25,NO_DEADLINE,,2833.7004,0.4422129213483146,2833.7003999999997,2026-02
64717,1,7488,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 3""x4"" 2132",COVIDMA   ,Patient Recovery,MEDICAL   ,882.0,170.4,150292.8,2025-10-29,2026-02-13,0,2026-02-25,2026-02-25,LATE,-12.0,17464.449365999997,0.1162028345070422,17464.44936599999,2026-02
64938,1,5668,MPM Regenecare HA Gel 3oz. MP00107,MPM       ,"MPM Medical, Inc.",Filling OP,10000.0,2.34,23400.0,2026-01-29,2026-03-31,0,2026-02-25,2026-02-25,ON_TIME,34.0,7417.689999999999,0.3169952991452991,7417.69,2026-02
64976,1,5660,MPM Antiseptic Wound & Skin Cleanser 8 fl.oz. MP00032,MPM       ,"MPM Medical, Inc.",Filling OP,5800.0,2.2,12760.0,2026-02-09,,0,2026-02-25,2026-02-25,NO_DEADLINE,,4717.882400000001,0.36974,4717.8824,2026-02
64501,1,1917,EMED  2.375 X 2.75 PRTD DRESS,EMED      ,EMED Technologies Corp,MEDICAL   ,360000.0,0.12,43200.0,2025-08-25,2026-03-31,14,2026-02-25,2026-03-11,ON_TIME,20.0,18559.439999999995,0.4433036673975664,19150.718431574867,2026-03
64731,1,7940,Pause life vulva moisturizer 15mL with Xylitol,PAUSE     ,"The Pause Life Supplements, LLC",Filling OP,25000.0,3.01,75250.0,2025-11-07,2026-01-19,0,2026-02-25,2026-02-25,LATE,-37.0,53751.47499999999,0.7143053156146179,53751.47499999999,2026-02
64731,2,7941,Pause life vulva moisturizer 50mL with Xylitol,PAUSE     ,"The Pause Life Supplements, LLC",Filling OP,25000.0,5.53,138250.0,2025-11-07,2026-01-19,0,2026-02-25,2026-02-25,LATE,-37.0,65448.45,0.4734065099457504,65448.44999999999,2026-02
64782,1,6319,EUROFINS SEMI-OCCLUSIVE STRIP,EUROFINS  ,"Eurofins CRL Cosmetics, Inc",MEDICAL   ,85000.0,0.33,28050.0,2025-11-25,2026-03-31,14,2026-02-25,2026-03-11,ON_TIME,20.0,11118.255000000005,0.3928018018018018,11018.090540540541,2026-03
64782,2,6320,EUROFINS  OCCLUSIVE TEST STRIP,EUROFINS  ,"Eurofins CRL Cosmetics, Inc",MEDICAL   ,70000.0,0.6,42000.0,2025-11-25,2026-03-31,14,2026-02-25,2026-03-11,ON_TIME,20.0,18413.29,0.4384116666666666,18413.289999999997,2026-03
64881,1,7152,URGO - VASHE 118 ml Flip Top 00312,URGO      ,URGO Medical,Filling OP,244992.0,1.71,418936.32,2026-01-08,2026-05-04,0,2026-02-25,2026-02-25,ON_TIME,68.0,171028.670208,0.4082450292397661,171028.670208,2026-02
64885,1,104,"K-C AVENT TAPE  0.5"" ON MASK #ROSU00588 Rev 3",KC        ,"O&M Halyard, Inc",MEDICAL   ,150000.0,0.291,43650.0,2026-01-09,2026-02-23,14,2026-02-25,2026-03-11,LATE,-16.0,16747.35,0.4594609053497942,20055.46851851852,2026-03
64967,1,7156,URGO - VASHE 475 ml Instill 00317,URGO      ,URGO Medical,Filling OP,24996.0,5.08,126979.68,2026-02-05,2026-06-01,0,2026-02-25,2026-02-25,ON_TIME,96.0,80261.756064,0.6320834645669291,80261.75606399999,2026-02
64139,1,7751,PERIOSCIENCES AO PROVANTAGE GEL 30 mL,PERIO     ,PerioSciences,Filling OP,35000.0,4.15,145250.0,2025-05-06,2025-07-18,0,2026-02-25,2026-02-25,LATE,-222.0,57469.125000000015,0.3956566265060242,57469.125000000015,2026-02
64139,2,7738,PERIOSCIENCES AO PROVANTAGE GEL 15ml,PERIO     ,PerioSciences,Filling OP,20000.0,2.58,51600.0,2025-05-06,2025-07-18,0,2026-02-25,2026-02-25,LATE,-222.0,28537.74,0.5530569767441861,28537.74,2026-02
64155,1,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,FREUD     ,Freudenberg Performance Materials LP,MEDICAL   ,25000.0,1.63,40750.0,2025-05-12,2026-01-12,0,2026-02-25,2026-02-25,LATE,-44.0,14909.999999999996,0.3658895705521471,14909.999999999995,2026-02
64191,1,5341,ISI EXTRA LARGE ALUMI-HAND 761,ISI       ,Instrument Specialists Inc,MEDICAL   ,5245.0,11.6,60842.0,2025-05-16,2026-03-01,0,2026-02-25,2026-02-25,ON_TIME,4.0,25118.362695,0.4517934905660377,27488.019553018865,2026-02
