Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Sterile,,,,,,,,
Pre-Sterile ,,ItemCode,ItemDescription,Price,Cost,GP,Gp%,
,,4239,"SANDEL TRIP NO MORE,8""X125'(ROLL) PN:2309 REV.G",61.57,44.8211,16.7489,0.2720302095176222,
,,4240,"MPM COOL MAGIC 1.75""X1.75"" GEL PAD",0.5751,0.462351,0.11274899999999993,0.1960511215440792,
,,4253,MEDLINE - WALGREENS HYDCCLD - KNEE & ELBOW WRX336148,22.76,31.447957,-8.687956999999997,-0.3817204305799647,
,,4254,MEDLINE - CURAD BLISTER HEAL ADV. 8CT  CUR76126,32.29,42.289589,-9.999589,-0.30968067513161973,
,,4255,MEDLINE - CURAD HYDROCOLLOID KNEE & ELBOW 3X3  CUR76128,22.76,40.071711,-17.311711,-0.7606199912126537,
,,4256,MEDLINE - MEIJER BLISTER FINGER & TOE  MJ76126,32.29,41.39333,-9.10333,-0.281924125116135,
,,4258,MEDLINE - BLISTER CARE BANDAGE-STRL   RA0353818,28.8,39.350148,-10.550147999999997,-0.36632458333333323,
,,4259,MEDLINE - SMART SENSE ADV.BLISTER BANDAGE- KM76123,28.31,44.497173,-16.187172999999998,-0.5717828682444366,
,,4269,MEDLINE - EQUAL NATURAL CARE BANDAGE-EQU76123,49.23,59.485643,-10.255643000000006,-0.2083210034531791,
,,4270,MEDLINE - SMART SENSE ADV BLISTER-KM76126,40.37,56.644718,-16.274718,-0.4031389150359178,
,,4271,MEDLINE - EQUAL ADV.BLISTER-EQU76126,45.65,52.089303,-6.439303000000002,-0.14105811610076677,
,,4281,"COVIDIEN 6"" X 108 LY FOAM ADHESIVE ROLLS",305.99,267.252158,38.737842,0.12659839210431714,
,,4295,MEDLINE-CANADA  ADV BLISTER CUSHION 588417,28.8,42.248597,-13.448596999999996,-0.46696517361111095,
,,4296,MEDLINE-CANADA LIFE LB76123 ADV.BLISTER BANDAGE,28.8,47.887672,-19.087672,-0.662766388888889,
,,4297,MEDLINE-CANADA LIFE BLISTER BANDAGE LB76126,32.64,44.08204,-11.442039999999999,-0.3505526960784313,
,,4298,MEDLINE-CANADA ADV.BLISTER CUSHIONS 588418,32.64,45.814895,-13.174895,-0.4036426164215686,
,,4309,SWISS 6 X 6 HYDROPHILIC FOAM 99-015,1.57,0.751158,0.8188420000000001,0.5215554140127389,
,,4318,MILLIKEN ULTRA SILVER 4X5 DRESSING,1.08,1.045603,0.03439700000000001,0.031849074074074085,
,,4322,SPENCO SKIN BLISTER PADS 308-6607,2.48,1.810306,0.669694,0.27003790322580645,
,,4330,KCI FOAM FILTER 150CC CARTRIDGE CS23548 Rev. C,0.3951,0.399064,-0.0039639999999999675,-0.010032903062515737,
,,4348,"CS MEDLINE CUR5008 TAPE, SILICONE, GREEN 1""X4YD",33.48,0,33.48,1,
,,4349,"CS MEDLINE CUR5006 TAPE, SILICONE, TAN 1""X4YD",33.48,0,33.48,1,
,,4357,CURAD MEDIPLAST WART REMOVER CUR01496,57.96,37.534457,20.425542999999998,0.3524075741890959,
,,4402,"MPM 1""X1"" Triple Helix Collagen Dressing Sterile MP00316",1,2.13011,-1.1301100000000002,-1.1301100000000002,
,,4405,"MPM Triple Helix 12"" COLLAGEN ROPE STERILE MP00312",8.25,4.402056,3.847944,0.4664174545454545,
,,4418,"MEDLINE WRX386119 WALGREENS 3/4""X3"", 20CT,24/CS",35.81,46.563914,-10.753913999999995,-0.30030477520245724,
,,4419,"MEDLINE WRX386120 WALGREENS1.625""X4"", 8CT,24/CS",37.57,42.9628,-5.392800000000001,-0.14354005855735963,
,,4420,"MEDLINE CVS5000 CVS 2""X2"" 6CT Ass. Colors",28.58,0,28.58,1,
,,4421,"MEDLINE CVS5009 CVS 3/4""X3"", 20CT,Ass. Color",40.2,49.278441,-9.078440999999998,-0.22583186567164173,
,,4422,"MEDLINE CVS5010 CVS 1.625""X4"" 8CT,Ass. Colors",37.57,37.94697,-0.37697,-0.010033803566675539,
,,4423,"MEDLINE CVS5011 CVS KNEE/ELBOW,4CT,Ass Colors",32.87,28.130311,4.7396889999999985,0.14419498022512925,
,,4455,"MEDLINE CVS5006 TAPE, SILICONE, TAN 1""X4YD",33.48,0,33.48,1,
,,4456,"ARGENTUM-SILVERLON BAND AID DRESSING  3.0"" X 1.0"" AS-6003",0.09,0.074115,0.015884999999999996,0.17649999999999996,
,,4466,MEDLINE 4 X 4 BORDERED GAUZE MSC3244,26.42,35.517877,-9.097876999999997,-0.3443556775170324,
,,4467,MEDLINE 4 X 5 BORDERED GAUZE MSC3245,30.5,45.029643,-14.529643,-0.47638173770491804,
,,4468,MEDLINE 4 X 8 BORDERED GAUZE MSC3248,44.54,68.620133,-24.080132999999996,-0.5406406151773686,
,,4469,MEDLINE 4 X 10 BORDERED GAUZE MSC32410,53.3,69.620591,-16.320591000000007,-0.3062024577861165,
,,4470,MEDLINE 4 X 14 BORDERED GAUZE MSC32414,74.42,97.885818,-23.465818,-0.3153160171996775,
,,4471,MEDLINE 6 X 6 BORDERED GAUZE MSC3266,44.25,66.996051,-22.746050999999994,-0.5140350508474575,
,,4474,MEDLINE 4 X 4 STRATASORB MSC3044,23.6,28.4506,-4.8506,-0.20553389830508473,
,,4480,MPM MICROLAYERED DRSG 2X4 MP00599,0.37,0.313563,0.056437000000000015,0.15253243243243247,
,,4483,BAYER HANDI STRIP AND DISPOSABLE COMBO 60727773 Rev. I,1.6348,1.524376,0.11042400000000008,0.0675458771715195,
,,4518,"MEDLINE CURAD CUR5002-A, 3/4""X3"", BULK STERILE",373,331.665613,41.33438699999999,0.11081605093833778,
,,4521,"ARGENTUM SILVERLON DRESSING 4.0"" x 11.0""",2.646,2.199671,0.446329,0.1686806500377929,
,,4522,"ARGENTUM SILVERLON DRESSING 4.0"" x 13.0""",2.467,2.583192,-0.11619199999999985,-0.04709850020267525,
,,4538,"MEDLINE CURCA5000 CURAD 2""X2"" 6CT, 24CS",32.43,38.68228,-6.252279999999999,-0.19279309281529444,
,,4539,"MEDLINE CURCA5001 CURAD 4""X4"" 4CT, 24CS",57.41,55.012714,2.397285999999994,0.04175728967078896,
,,4540,"MEDLINE CURCA5002 CURAD, 3/4""X3"", 20CT, 24CS",39.03,65.004498,-25.974497999999997,-0.6655008455034588,
,,4541,"MEDLINE CURCA5003 CURAD 1.625""X4"" 8CT, 24CS",41.57,54.39733,-12.827329999999996,-0.3085718065912917,
,,4542,"MEDLINE CURCA5004 CURAD 1"" SPOT, 20CT, 24CS",34.76,55.288553,-20.528553000000002,-0.5905797756041428,
,,4543,"MEDLINE CURCA5005 CURAD KNEE/ELBOW,4CT, 24CS",35.78,38.617642,-2.8376419999999953,-0.0793080491894912,
,,4544,MEDLINE CURCA5007 CURAD KNUCKLE/FINGER 8CT 24CS,33.74,42.503344,-8.763343999999996,-0.25973159454653216,
,,4549,"MEDLINE CURCA5008 TAPE, SILICONE, GREEN 1""X4YD",35.28,32.584992,2.6950080000000014,0.07638911564625854,
,,4550,"MEDLINE CURCA5006 TAPE, SILICONE, TAN 1""X4YD",35.28,32.584992,2.6950080000000014,0.07638911564625854,
,,4557,PREVENA PEEL AND PLACE TEGADERM SHORT  # 416129,1.247,0.82398,0.42302000000000006,0.33923015236567766,
,,4610,GLOBAL SPORTS PRODUCTS   ARTA TEQUILA  FULL FACE,1.06,0.70183,0.3581700000000001,0.3378962264150944,
,,4621,"4"" x 15"" Hydrogel Dressing MP00216",4.49,4.851576,-0.36157599999999945,-0.08052917594654777,
,,4624,"HARMAC PRINTED DRAPE ASSY, DUAL SCORE   P3113220  REV.C",0.33,0.285153,0.044847000000000026,0.13590000000000008,
,,4627,"MEDLINE CUR50100 3/4""X3"" FLU BANDAGE",50.64,64.460054,-13.820053999999999,-0.27290785939968404,
,,4659,Second Sight Inc. Star Foam Pad,0.25,0.153762,0.09623799999999999,0.38495199999999996,
,,4666,"MEDLINE CUR5502 CURAD, 3/4""X3"", 25CT, 24CS",38.25,50.96282,-12.71282,-0.3323613071895425,
,,4667,"MEDLINE CUR5503 CURAD 1.625""X4"" 8CT, 24CS",34.94,46.282657,-11.342657000000003,-0.3246324270177448,
,,4671,"MEASUREMENT SPECIALTIES Foam Probe Cover, 1” Round, BC-700677",0.826,0.053048,0.772952,14.570803800331776,
,,4701,"MPM Foam Circular Fenestrated Dressing 4"" Diameter MP00501CN",0.52,0.510532,0.009468000000000032,0.01820769230769237,
,,4709,"WALGREENS WRX931978 TAPE, SILICONE, TAN 1""X4YD BLISTER PACK",38.88,34.39248,4.4875200000000035,0.11541975308641983,
,,4715,LAURA LYNN TAN MEGA NASAL STRIPS 26CT  089846,216,144.112143,71.887857,0.33281415277777776,
,,4716,LAURA LYNN CLEAR MEGA NASAL STRIPS 26CT 089847,216,168.788463,47.21153699999999,0.21857193055555552,
,,4739,MPM MP00910 Supreme Press Absorbent Padding Bandage (320/cs),0.32,0.27196,0.04804000000000003,0.1501250000000001,
,,4742,"MEDLINE CVS5002 CVS 3/4""X3"", 20CT/BOX",40.32,47.237834,-6.917833999999999,-0.17157326388888886,
,,4766,"STEADMED 3.5""X12"" DRAWTEX SURGICAL DRESSING",4.32,1.950327,2.3696730000000006,0.5485354166666667,
,,4781,"STEADMED 3.5""X9.75"" DRAWTEX SURGICAL DRESSING",3.76,4.219772,-0.45977200000000007,-0.12227978723404258,
,,4782,"STEADMED 3.5""X6"" DRAWTEX SURGICAL DRESSING",2.76,1.417594,1.3424059999999998,0.48637898550724634,
,,4785,"MEDLINE 119883 10""x16"" Instrument Drape",160,49.359028,110.640972,2.241554918788109,
,,4790,"CORNER POUCH 7.069"" X 16.5"" TD11.5X180 TATU-DERM",0.071,0.710496,-0.6394960000000001,-9.00698591549296,
,,4792,TATU-DERM 6 IN X 4 IN SHEET TD6X4,120,104.855287,15.144712999999996,0.12620594166666663,
,,4793,TATU-DERM 6 IN X 8 IN SHEET TD6X8,160,116.337089,43.662910999999994,0.27289319375,
,,4794,"TATU-DERM 6 IN X 180 IN ROLLS, TD6X180",145.91,99.134202,46.775797999999995,0.32057979576451234,
,,4795,"TATU-DERM 11.5 IN X 180 IN ROLLS, TD11.5X180",125.95,95.7988,30.151200000000003,0.23939023421992855,
,,4796,"TATU-DERM 6 IN X 42 IN ROLL, TD6X42",71.4,88.08166,-16.681659999999994,-0.23363669467787104,
,,4798,"ARGENTUM SILVERLON 4.0"" X 9.0"" DRSNG WITH 2""X6"" PAD  ID-49",2.55,1.884759,0.6652409999999997,0.26087882352941166,
,,4804,"KCI PEEL AND PLACE PREVENA LONG 416697, Rev. B",3.4189,1.702767,1.716133,0.5019547222790957,
,,4821,"HARMAC .75"" FILTER PUNCH P2998015   REV.C",0.1343,0.100175,0.034125,0.3406538557524333,
,,4824,HBS Collagen Powder,0.25,0.141501,0.10849900000000001,0.43399600000000005,
,,4831,"MEDLINE 121043 16""x20"" Instrument Drape",295,156.775508,138.224492,0.881671466183353,
,,4842,"MCKESSON 2"" X 10 LY RETENTION TAPE 4809",40.68,40.240519,0.4394810000000007,0.01080336774827927,
,,4843,"MCKESSON 4"" X 10 LY RETENTION TAPE 4810",77.76,77.417415,0.3425849999999997,0.004405671296296292,
,,4844,"MCKESSON 6"" X 10 LY RETENTION TAPE 4811",122.52,98.143874,24.376126,0.19895630101207967,
,,4863,"HARMAC PALL FILTER  0.6875""  P3098801",0.18,0.129102,0.050898,0.28276666666666667,
,,4886,MEDLINE - BLISTER CARE BANDAGE-STRL   RA0353818V1,28.8,39.825348,-11.025347999999997,-0.38282458333333325,
,,4901,MEDTRONIC PATCH ADHESIVE CLEAR 4022-,377,290.395811,86.60418900000002,0.22971933421750668,
,,4906,"KCI ASSY, 10 X 10 FOAM POUCH 416920.S Rev. A",2.2878,1.918736,0.36906399999999984,0.16131829705393821,
,,4907,"KCI ASSY, 15 X 15 FOAM POUCH 416921.S Rev. A",3.0643,2.017312,1.0469879999999998,0.3416728127141598,
,,4908,"KCI ASSY, 20 X 20 FOAM POUCH 416922.S Rev. A",3.4101,3.02319,0.38690999999999987,0.1134600158353127,
,,4909,"MEDLINE CUR47134AH ARM&HAMPAD,NONSTICK,3""X4"",10/BX,12BX/CS",30.48,27.848058,2.6319419999999987,0.08634980314960626,
,,4946,NICODERM 14MG PLACEBO CANADIAN PATCH 30341,1.3,0.3342,0.9658,0.7429230769230769,
,,4947,NICODERM 21MG PLACEBO CANADIAN PATCH 30340,1.3,0.313423,0.986577,0.7589053846153846,
,,4948,NICODERM 7 MG PLACEBO CANADIAN PATCH 30342,1.3,0.27819,1.02181,0.7860076923076924,
,,4950,NICODERM PLACEBO CANADIAN 3-SIDED POUCH 30349,0.09,0.060436,0.029564,0.3284888888888889,
,,4962,MPM 1 gram Triple Helix Collagen Powder MP00311,3.75,1.484192,2.265808,0.6042154666666666,
,,4978,EMED SOFT-SITE TEGADERM DRESSING 112X51MM  MS-0010201,0.1507,0.150948,-0.0002479999999999982,-0.0016429498900283424,
,,4984,Fe3 MEDICAL FOAM SHEET 1200118,5,4.557354,0.4426459999999999,0.08852919999999997,
,,4985,Precision Medical T-STRIPS (Adult),0.11848,0.122335,-0.0038549999999999973,-0.03253713706954758,
,,5001,IMPLUS SKIN BLISTER PAD SPORTS 4742400,2.85,1.77146,1.07854,0.37843508771929824,
,,5005,IMPLUS SKIN BLISTER PADS 4742300,2.48,1.501807,0.9781930000000001,0.3944326612903226,
,,5011,"OXYBAND 4.5"" X 5.5"" RESERVOIR DRESSING  2804004",3.65,0.665486,2.984514,0.8176750684931506,
,,5015,MPM DryMax Blue Super Absorbent Drsg Strl 4X4 Bordered MP00704B,0.85,0.795027,0.05497299999999994,0.06467411764705876,
,,5016,MPM DryMax Blue Super Absorbent Drsg Strl 6X6 Bordered MP00706B,1.35,1.18384,0.16616000000000009,0.12308148148148154,
,,5026,QUALITEL PTFE FILTER SCEPTER SNAP CLIP ASSEMBLY 24695,2.1,0.203387,1.896613,0.9031490476190477,
,,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,1.63,1.057985,0.5720149999999999,0.5406645651875971,
,,5053,"MEDI-DYNE BRAND HGEL 3"" IN JARS",13.81,12.242598,,,
,,5054,DERMARITE 1 GRAM COLLAGEN POWDER,2.325,1.193825,1.1311750000000003,0.4865268817204302,
,,5055,MPM 10 gram Triple Helix Collagen Powder MP313,29,8.995107,20.004893,0.6898238965517242,
,,5056,MPM 7x7 Triple Helix Collagen Dressing Sterile MP00377,37.5,15.647302,21.852698,0.5827386133333333,
,,5072,"CARDINAL HEALTH NON-ADHERENT DRESSING 3""x4"" 9642",233.76,195.515613,38.24438699999999,0.16360535164271042,
,,5073,"CARDINAL HEALTH NON-ADHERENT DRESSING 2""x3"" 9640",169.92,115.311274,54.60872599999999,0.3213790371939736,
,,5074,"CARDINAL HEALTH TELFA ADHESIVE DRESSING 3""x4"" 7643",259.272,117.20509,142.06691,0.5479454395383999,
,,5075,"CARDINAL HEALTH TELFA ADHESIVE DRESSING 2""x3"" 6017",269.76,119.2802,150.4798,0.5578284400948992,
,,5076,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 3""x4"" 2132-",170.4,125.020707,45.379293000000004,0.26631040492957747,
,,5077,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 2""x3"" 1961",108,76.305274,31.694726000000003,0.29346968518518524,
,,5085,MPM Excel Foam Non-Bordered 3X3 Fenestrated Pad MP00508,0.566,0.442518,0.12348199999999993,0.2181660777385158,
,,5090,"MEDI-DYNE BRAND HGEL 1"" SQ IN JARS",9.63,8.890039,0.739961000000001,0.07683914849428877,
,,5093,MEDI-DYNE SKIN ON SKIN DRESSING KIT SOS1400,2.85,2.196858,0.6531419999999999,0.22917263157894732,
,,5116,MEDLINE OPTIFOAM THIN 2X3 MSC1523EP,63.42,39.485282,23.934718000000004,0.3774001576789657,
,,5117,MEDLINE OPTIFOAM THIN 4x4 MSC1544EP,94.6,74.754242,19.84575799999999,0.20978602536997876,
,,5119,"IMPLUS SILICONE GEL SHEET 3X4 10 PKG, 1053200",50.01,38.892549,11.117450999999996,0.22230455908818228,
,,5120,"IMPLUS SILICONE GEL SHEET 4.75X6 SNGL PKG, 1053300",10.36,5.917584,4.442416,0.4288046332046332,
,,5121,IMPLUS CANADA BLISTER PADS 4740700,3.29,1.689184,1.600816,0.48657021276595747,
,,5132,"IMPLUS SILICONE GEL SHEET 3X4 SNGL PKG, 1052400",5.79,3.380639,2.409361,0.41612452504317793,
,,5140,"ARGENTUM SILVERLON 4.5"" X 15.0"" DRSNG    ID-515",3.39,2.571375,0.8186249999999999,0.24148230088495573,
,,5153,"STEADMED 3.5""X12"" DRAWTEX SURGICAL DRESSING",4.62,3.916207,0.7037930000000001,0.1523361471861472,
,,5154,"STEADMED 3.5""X9.75"" DRAWTEX SURGICAL DRESSING",3.96,5.81705,-1.85705,-0.4689520202020202,
,,5155,"MILLIKEN ULTRA 8x20, 3000112221",7.61,5.336457,2.273543,0.29875729303547965,
,,5166,MEDLINE WALGREENS 2.38 X 2.75 IN THIN FILM DRSG,114.45,90.516548,23.933452000000003,0.20911709916994323,
,,5170,MILLIKEN ULTRA SILVER 8x20,7.64,5.336457,2.3035429999999995,0.3015108638743455,
,,5189,"STEADMED 3.5""X6"" DRAWTEX SURGICAL DRESSING",2.96,2.400534,0.559466,0.1890087837837838,
,,5201,MPM Comatryx Surgical Collagen COM20 5 mL,7.5,3.019339,4.480661,0.5974214666666666,
,,5202,HARMAC PRINTED DRAPE ASSEMBLY REV. E (ROW) P3113230,0.5211,0.390265,0.13083500000000003,0.25107464977931304,
,,5206,MPM MP00900 Supreme Press Crepe Roll (320/cs),0.8016,0.64329,0.15830999999999995,0.19749251497005982,
,,5220,VENTRIS 1 GRAM COLLAGEN POWDER IN A SYRINGE,75,19.988514,55.011486000000005,2.7521548625375556,
,,5223,VENTRIS 0.5 GRAM COLLAGEN POWDER IN A SYRINGE,46.1,19.807055,26.292945000000003,0.5703458785249458,
,,5230,"MPM Foam Circular Fenestrated Dressing 4"" Diameter MP00501",0.729,0.698352,0.03064800000000001,0.0420411522633745,
,,5231,"MPM Foam Dressing Bordered 6x6 Overall, 4x4 Pad MP00502",1.1,1.259658,-0.15965799999999986,-0.14514363636363622,
,,5237,Surgical CRX 1g Powder,7.7,0.04419,7.65581,0.9942610389610389,
,,5239,Surgical CRX 1g Powder/6g Gel Combo,24.5,0.044398,24.455602,0.9981878367346938,
,,5240,Surgical CRX 6g Gel,14.63,0.043982,14.586018000000001,0.9969937115516063,
,,5241,Wound Care NextColl 28g Gel,17.49,0,17.49,1,
,,5242,Wound Care NextColl 10g Gel,16.53,0,16.53,1,
,,5243,Wound Care NextColl 1g Powder,7.7,0,7.7,1,
,,5244,Wound Care NextColl 2g Powder,8.2,0,8.2,1,
,,5254,MPM 1 gram Triple Helix Collagen Powder MP00311C (500ea/cs),3.6,1.0787,2.5213,0.7003611111111111,
,,5278,"MPM  OSTOMY RING 2"" 10 PER BOX OST0002",0.33,0.225936,0.10406400000000002,0.3153454545454546,
,,5312,MILLIKEN ULTRA BORDER 3X3 DRESSING 3000116877,1.23,1.149251,0.08074899999999996,0.06564959349593492,
,,5313,MILLIKEN ULTRA BORDER 4X4 DRESSING 3000116878,2.97,2.009056,0.960944,0.3235501683501683,
,,5314,MILLIKEN ULTRA BORDER 6X6 DRESSING 3000116879,3.07,2.511869,0.5581309999999999,0.1818016286644951,
,,5315,MILLIKEN ULTRA BORDER 4X10 DRESSING 3000116880,2.99,2.516466,0.47353400000000034,0.15837257525083623,
,,5341,ISI EXTRA LARGE ALUMI-HAND 761,9.9,6.237125,3.6628750000000005,0.3699873737373738,
,,5342,ISI LARGE ALUMI-HAND 760,7.2,4.758675,2.441325,0.33907291666666667,
,,5372,MPM 5 GRAM COLLAGEN POWDER IN VIAL MP00355,26,20.291431,5.708569000000001,0.21956034615384618,
,,5373,MPM  TRIPLE HELIX 1 GR COLLAGEN POWDER IN VIAL MP00315,5.25,2.067118,3.182882,0.6062632380952382,
,,5389,"ACM SURGICAL 2""X2"" COLLAGEN DRSG MP00332",37.5,11.067826,26.432174,0.7048579733333333,
,,5392,"CS J&J Hyaluronic Hydrogel, 12.5"" Wide",1e-06,1e-06,0,0,
,,5393,"CS J&J Backing Material, 4.375"" Wide",1e-06,1e-06,0,0,
,,5394,"CS Amcor RFE-211 Packaging Material, 7""",1e-06,1e-06,0,0,
,,5396,KCI 1.62 INCH ADHESIVE RING 420284 Rev. A,0.18,0.063659,0.116341,0.6463388888888889,
,,5400,"""PURGE"" 3oz Tube, MPM Hydrogel Dressing MP00006",0.28,0.29288,-0.012879999999999947,-0.045999999999999805,
,,5432,Bulk Purified Water,1.25,0.291608,0.958392,0.7667136,
,,5435,MPM Lidotrex Lidocaine 2% Gel 1 oz MP00930,1.512,0.881179,0.630821,0.41720965608465604,
,,5440,MPM Regenecare HA Gel 0.5oz. MP00112,1.54,0.702123,0.837877,1.193347889187507,
,,5453,Marlinz Pharma Tolcylen Antifungal/Renewal Solution 7.5mL,1.1113,1.17152,-0.06021999999999994,-0.05418878790605592,
,,5468,Marlinz Pharma Tolcylen AntiFungal Skin Cream - 20gm,1.09,1.298753,-0.20875299999999997,-0.19151651376146783,
,,5470,"Skincential Clearista Gel, 30mL - 1oz",0.7418,0.742171,-0.0003710000000000102,-0.000500134807225681,
,,5506,"Biofilm Astroglide Gel, 4oz.,24/3, P/N: 99803101",28.08,38.007606,-9.927606000000004,-0.3535472222222224,
,,5514,PLUS PASTE 4OZ (BULK)-#40101951,1.8599,1.181404,0.6784960000000002,0.3648024087316523,
,,5534,"Vella Bioscience, Vella, Women's Pleasure Serum Bulk Compounding",0.012275,0.011121,0.0011539999999999988,0.0940122199592667,
,,5535,"Vella Bioscience, Vella - Women's Pleasure Serum 24mL",1.96,0.949074,1.010926,0.5157785714285714,
,,5546,"TB MMINT PASTE 4OZ (BULK, NOFL, 144)",1.4811,0.791769,0.6893310000000001,0.46541827020457777,
,,5547,"TB MMint Paste 4oz (Bulk, NoFL, JPN)",1.4811,0.791844,0.6892560000000001,0.4653676321652826,
,,5548,Sodium Sulfite CAS# 7757-83-7,0.19142,0.191418,2.000000000002e-06,1.044822902519068e-05,
,,5549,Sodium Sulfate CAS# 7757-82-6,0.097191,0.097191,0,0,
,,5554,"Vella Bioscience, Vella - Women's Pleasure Serum Bulk",0.012275,0.011885,0.0003899999999999997,0.03177189409368633,
,,5556,"Biofilm Astroglide 2.0, 5oz.,24/3, P/N: 99801001",34.8,45.397997,-10.597997,-0.3045401436781609,
,,5566,"TB MMINT PASTE 4OZ (BULK, PRINTED TUBE 40101930",1.84,1.49239,0.34761,0.18891847826086955,
,,5569,"TB MMint Paste 4oz (4x3pk, CAN, Lab Pak)",31.09,9.738928,21.351072000000002,0.6867504663879062,
,,5574,"BC MMINT PASTE 75ML (BULK, PRINTED)",1.245,0.839743,0.4052570000000001,0.3255076305220884,
,,5591,Nutri-Tube 6oz Tubiegel TG-1003,3.5,2.47941,1.0205899999999999,0.29159714285714283,
,,5595,Nutri-Tube 4mLTubiegel TG-10034ML,0.9,0.86248,0.03752,0.041688888888888886,
,,5600,SLIQUID H2O 12/4.2oz CASE,6.24,6.53537,-0.29537000000000013,-0.04733493589743592,
,,5601,SLIQUID H2O (BILINGUAL) 12/4.2oz CASE,6.24,7.257296,-1.017296,-0.16302820512820512,
,,5602,SLIQUID H2O (MULTILINGUAL) 12/4.2oz CASE,6.24,11.017296,-4.777296,-0.7655923076923077,
,,5603,SLIQUID H2O 6/8.5oz CASE,4.32,4.996968,-0.6769679999999996,-0.15670555555555546,
,,5604,SLIQUID H2O (BILINGUAL) 6/8.5oz CASE,4.32,5.606248,-1.2862479999999996,-0.2977425925925925,
,,5605,SLIQUID H2O 16/2oz CASE,6.08,4.979029,1.1009710000000004,0.18108075657894743,
,,5606,SLIQUID SASSY 12/4.2oz CASE,6.24,6.822749,-0.5827489999999997,-0.09338926282051277,
,,5607,SLIQUID SASSY (BILINGUAL) 12/4.2oz CASE,6.24,8.968379,-2.7283790000000003,-0.4372402243589744,
,,5608,SLIQUID SASSY (MULTILINGUAL) 12/4.2oz CASE,6.24,11.318379,-5.078379,-0.8138427884615385,
,,5609,SLIQUID SASSY 6/8.5oz CASE,4.32,5.301635,-0.9816349999999998,-0.227230324074074,
,,5610,SLIQUID SASSY 16/2oz CASE,6.08,5.170192,0.909808,0.14963947368421052,
,,5611,SLIQUID SEA with CARRAGEENAN 12/4.2oz CASE,6.24,7.35502,-1.1150199999999995,-0.17868910256410248,
,,5612,SLIQUID SEA with CARRAGEENAN (BILINGUAL) 12/4.2oz CASE,6.24,8.60835,-2.3683499999999995,-0.37954326923076914,
,,5613,SLIQUID SEA with CARRAGEENAN (MULTILINGUAL) 12/4.2oz CASE,6.24,11.741685,-5.501685,-0.8816802884615385,
,,5614,SLIQUID SEA with CARRAGEENAN 6/8.5oz CASE,4.32,5.817008,-1.4970080000000001,-0.34652962962962963,
,,5615,SLIQUID SEA with CARRAGEENAN 16/2oz CASE,6.08,5.438956,0.641044,0.10543486842105262,
,,5616,SLIQUID SIZZLE 12/4.2oz CASE,6.24,12.72714,-6.48714,-1.0396057692307692,
,,5617,SLIQUID SIZZLE (MULTILINGUAL) 12/4.2oz CASE,6.24,16.800475,-10.560474999999999,-1.6923838141025638,
,,5618,SLIQUID SIZZLE 16/2oz CASE,6.08,8.846703,-2.7667029999999997,-0.4550498355263157,
,,5620,SLIQUID SWIRL (CHERRY VANILLA) 12/4.2oz CASE,6.24,13.132725,-6.892725,-1.1046033653846155,
,,5636,THERBR THPST MILD MINT 4/3PKX4OZ #20102016,31.09,17.780348,13.309652,0.42810073978771307,
,,5654,"MPM Normlshield Skin Protectant 4 oz, MP00022",1.96,1.936146,0.023854000000000042,0.012170408163265327,
,,5655,MPM Anti-Fungal Cream 4 oz. MP00023,2,2.182149,-0.1821489999999999,-0.09107449999999995,
,,5656,MPM Excel Gel Hydrogel Dressing 3 oz. MP00006,2.6,1.385521,1.214479,0.4671073076923077,
,,5657,MPM Excel Gel Hydrogel Dressing 1 oz. MP00026,1.5,0.974357,0.525643,0.35042866666666667,
,,5658,MPM Wound & Skin Cleanser 16 fl.oz. MP00030,1.935,1.580882,0.35411800000000015,0.18300671834625332,
,,5659,MPM Wound & Skin Cleanser 8 fl.oz. MP00031,1.455,1.306769,0.148231,0.10187697594501718,
,,5660,MPM Antiseptic Wound & Skin Cleanser 8 fl.oz. MP00032,2.2,1.538298,0.6617020000000002,0.30077363636363647,
,,5661,"MPM Regenecare Wound Gel 3 oz, MP00100",1.96,1.813169,0.14683099999999993,0.07491377551020405,
,,5662,"MPM Regenecare Wound Gel 0.5 oz, MP00101",0.98,0.799041,0.18095899999999998,0.18465204081632652,
,,5663,"MPM Regenecare Wound Gel 4mL, MP00110",0.8,0.534966,0.265034,0.3312925,
,,5664,MPM RadiaPlex Gel 6oz. OTC  MP00306,4.1,2.653189,1.4468109999999998,0.5453101908684228,
,,5665,MPM RadiaPlex Rx Gel 0.5oz. MP00105,0.75,0.584028,0.165972,0.28418500482853565,
,,5666,MPM RadiaPlex Rx Gel 6oz. MP00106,4.1,2.472196,1.6278039999999998,0.658444556984964,
,,5667,MPM RadiaPlex Rx Gel 4mL MP00109,0.75,0.670384,0.07961600000000002,0.10615466666666669,
,,5668,MPM Regenecare HA Gel 3oz. MP00107,2.34,1.673281,0.6667189999999998,0.39845011088992216,
,,5669,MPM Regenecare HA Gel 4mL MP00108,1.26,0.690647,0.569353,0.8243762732626073,
