Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Sterile,,,,,,,,
Pre-Sterile ,,ItemCode,ItemDescription,Price,Cost,GP,Gp%,
,,7063,NEXT SCIENCE Oraderm 1.0 oz BLASTX WOUND GEL,3.2219,0.976903,2.244997,0.6967928861851702,
,,7064,"NEXT SCIENCE 0.25 oz. WOUND GEL BLASTX (12-Pack, 144-Assembly)",2.4066,0.983444,1.423156,0.5913554392088424,
,,7092,ASP FORMULA CX DETERGENT 1 GALLON,1,0,1,1,
,,7125,PLUS PMint Rinse 16oz (12pk. EXP),21.5964,10.574132,11.022267999999999,0.5103752477264729,
,,7128,"TKL AHLSTROM PAD SINGLE .75"" X .75""",0.045,0.014758,0.030241999999999998,0.6720444444444444,
,,7129,"Good Clean Love Almost Naked, 4 oz Kroger",1.0988,0.682708,0.416092,0.37867855842737536,
,,7133,Vella 1.1 Bulk,2.11,0.010991,2.0990089999999997,0.9947909952606634,
,,7134,THERABREATH CBD RINSE 4/3 PK 16 oz,22.07,0,22.07,1,
,,7149,NEXT SCIENCE 0.25 oz. WOUND GEL BLASTX (72-Assembly),2.9,1.126149,1.7738509999999998,0.6116727586206896,
,,7150,NEXT SCIENCE 0.25 oz. WOUND GEL BLASTX (40-Assembly),1.8806,0.971124,0.9094760000000001,0.4836094863341487,
,,7152,URGO - VASHE 118 ml Flip Top 00312,1.71,1.003098,0.7069019999999999,0.7047187812157933,
,,7153,URGO - VASHE 250 ml Flip Top 00313,1.88,1.13883,0.7411699999999999,0.6508170666385675,
,,7154,URGO - VASHE 475 ml Flip Top 00314,2.59,1.388039,1.2019609999999998,0.865941807110607,
,,7155,URGO - VASHE 250 ml Instill 00316,4.34,1.443819,2.896181,2.0059169466532856,
,,7156,URGO - VASHE 475 ml Instill 00317,5.08,1.869016,3.210984,1.7180077645135192,
,,7157,URGO - VASHE 1 L Instill 00323,6.84,3.067038,3.7729619999999997,1.2301647387479384,
,,7158,URGO - VASHE 1 L Flip Top 00322,4.98,2.569952,2.4100480000000006,0.9377793826499486,
,,7159,URGO - VASHE 250 ml OTC Flip Top 00405,1.95,1.161904,0.7880959999999999,0.6782797890359271,
,,7206,ISI DURAHAND PEDI -DH103,4.49,2.640843,1.8491570000000004,0.41183897550111365,
,,7207,"RITE AID SILICONE TAPE 1"" X 3 YD (24/CS) RA378499",36.11,23.72328,12.38672,0.34302741622819166,
,,7217,DERMACLIP EXT 3 CLIP PAD NS -31005,0.6987,0.282398,0.416302,0.5958236725347074,
,,7224,GREEN TEA PHYTOBASIC IN PG (3345L) KOSHER,0.04083,0.042709,-0.0018789999999999987,-0.046020083272103815,
,,7235,HARMAC PRTD DRAPE ASSEMBLY P3113231 REV.A  (ROW),0.5322,0.420059,0.11214099999999999,0.21071213829387447,
,,7253,DERMACLIP STD 2 CLIP PAD NS -31001,0.191,0.122463,0.068537,0.3588324607329843,
,,7254,DERMACLIP STD 5 CLIP PAD NS -31002,0.3274,0.211166,0.11623400000000003,0.3550213805742212,
,,7255,PHARMCHEM TRUPATCH STANDARD PANEL KIT,5.5627,1.461211,4.101489000000001,0.7373198267028602,
,,7256,PHARMCHEM TRUPATCH EXPANDED PANEL KIT,5.8891,1.592712,4.296388,0.7295491671053302,
,,7310,NEXT SCIENCE BRANDED 1.0oz BLASTX,4.5,1.323694,3.1763060000000003,0.7058457777777778,
,,7311,NEXT SCIENCE SURGX 0.25oz,1.8806,0.457872,1.422728,0.7565287674146549,
,,7317,Glyceryl Ascorbate CAS#1120360-11-3,1.5455,0.168406,1.377094,0.8910346166289227,
,,7347,Good Clean Love Almost Naked Hint of Mint 1.69oz/50mL,1.39,0.436484,0.9535159999999999,0.6859827338129496,
,,7349,ISI LARGE ALUMI-HAND PLUS KH-860,9.4402,5.716568,3.723632000000001,0.39444418550454446,
,,7361,NEXT SCIENCE BRANDED 0.25oz BLASTX (40-Assembly),1.98,0.975125,1.004875,0.5075126262626263,
,,7381,"SBS CARTON ALUMI-HAND LARGE KH-860 13.75"" X 3"" X 13.5""",1.09,0.586806,0.503194,0.46164587155963305,
,,7451,ANGIOSPINE SURGICAL COLLAGEN POWDER 2.5 ML,185,2.360325,182.639675,0.9872414864864866,
,,7463, Periovance Oral Rinse 8 oz,3.6,0.70939,2.89061,0.8029472222222223,
,,CuDerm - Packing        ,CuDerm - Packing,30,0,30,1,
,,CuDerm - Press          ,CuDerm - Press,165,0,165,1,
,,CuDerm - Rewind         ,CuDerm - Rewind,75,0,75,1,
,,CuDerm - Shippers Whse  ,Shippers Warehouse Fee,189.1,0,189.1,1,
,,F-100004                ,EVALULAB 18 SITE SEMI-OCCLUSIVE /5K ROLL,231,42.25489,188.74511,0.8170783982683983,
,,F-11016                 ,HFT- BEHIND THE SEAMS DRESS SHIELDS,2.34,0.747782,1.592218,0.6804350427350427,
,,F-17001                 ,DERMA SCIENCE CATH-STRIP CS50,1.26,0.809858,0.45014200000000004,0.3572555555555556,
,,F-22004                 ,5 SITE SEMI-OCCLUSIVE STRIP,0.38,0.235295,0.144705,0.38080263157894734,
,,F-22005                 ,5 SITE OCCLUSIVE TEST STRIP,0.6,0.346615,0.25338499999999997,0.4223083333333333,
,,F-22007                 ,"ADVANCED 2"" × 200' ROLL SEMI-OCCLUSIVE",214.98,71.867441,143.11255899999998,1.9913406823543358,
,,F-22008                 ,"ADVANCED 2"" × 200' ROLL OCCLUSIVE",103.36,62.00438,41.35562,0.6669790101925058,
,,F-239007                ,VASAMED LSA ATTACHMENT PACK,1.407,0.592131,0.8148690000000001,0.5791535181236674,
,,F-242001                ,ST JUDE .271 15 MIL VIRGIN PTFE FILM 200452-004,68,37.359456,30.640544,0.8201549829847629,
,,F-2900                  ,MEASRMNT SPLTY SMALL TEMPHRT  W/EXT LINER 061556  REV. L,0.165,0.043018,0.12198200000000001,0.7392848484848485,
,,F-290001                ,HU FRIEDY ACCU-DOT TAPE STRIP,0.909,0.870207,0.03879300000000008,0.04267656765676576,
,,F-2902                  ,MEASRMNT SPLTY LARGE TEMPHEART 004519,0.465,0.05481,0.41019000000000005,0.8821290322580646,
,,F-3002                  ,LEE HEFTY TABS-BLUE NE113102,0.13,0.124694,0.005306000000000005,0.040815384615384656,
,,F-3003                  ,LEE HEFTY TABS-GREEN NE113103,0.105,0.109304,-0.004304000000000002,-0.040990476190476216,
,,F-3004                  ,LEE HEFTY TABS-YELLOW NE113104,0.13,0.124694,0.005306000000000005,0.040815384615384656,
,,F-3005                  ,LEE HEFTY TABS-WHITE NE113105,0.13,0.124694,0.005306000000000005,0.040815384615384656,
,,F-3006                  ,LEE HEFTY TABS-186 RED NE113106,0.13,0.124694,0.005306000000000005,0.040815384615384656,
,,F-3007                  ,LEE HEFTY TABS-253 PURPLE NE113107,0.13,0.124694,0.005306000000000005,0.040815384615384656,
,,F-330001                ,"MEDIGROUP TAPE, QUILL STRIPS 1000/ROLL 785-015-01",0.25,0.024804,0.225196,0.900784,
,,F-33001                 ,DISPOS-A-TRODE 3 X 3,0.6,0.501655,0.09834500000000002,0.16390833333333338,
,,F-33002                 ,DISPOS-A-TRODE 2 X 2 ELECTRODE,0.405,0.335068,0.06993200000000005,0.17267160493827172,
,,F-400001                ,CLEARR CORP 3.33 x 540  SILKSCREEN,0.562,0.214437,0.34756300000000007,0.6184395017793595,
,,F-4003                  ,EMPI  TQEM FOAM DIE CUT ADH 1800052 Rev H,0.86,0.647368,0.21263199999999993,0.2472465116279069,
,,F-4004                  ,EMPI RELEASE LINER TQEM 1800053 Rev. R,0.19,0.206022,-0.01602200000000001,-0.08432631578947372,
,,F-4007                  ,EMPI  RELEASE LINER -TQES 1800056 Rev. R,0.224,0.165588,0.05841199999999999,0.2607678571428571,
,,F-4008                  ,EMPI FOAM DIE CUT ADH -TQES 1800055 Rev H,0.88,0.812438,0.06756200000000001,0.07677500000000001,
,,F-4035                  ,EMPI TRANSQ FLEX LINER- TF1 1800098 REV. K,0.211,0.203429,0.007570999999999994,0.0358815165876777,
,,F-4036                  ,EMPI TRANS Q FLEX FOAM - TFI 1800097 REV.E,1.05,0.922339,0.12766100000000002,0.12158190476190478,
,,F-4042                  ,EMPI SMALL ADH FOAM-PVES/OVES/RH900 1800102 Rev D,0.72,0.724405,-0.004404999999999992,-0.006118055555555545,
,,F-4045                  ,EMPI PERFORMA SMALL LINER - RH900 (1800105),0.34,0.192206,0.14779400000000004,0.4346882352941177,
,,F-4049                  ,EMPI LINER RH950 REV. H 1800111,0.25,0.106887,0.143113,0.572452,
,,F-4050                  ,EMPI OPTIMA SMALL LINER 1800115,0.32,0.258297,0.06170300000000001,0.19282187500000003,
,,F-4055                  ,EMPI  LINER IOGEL MEDIUM T-4 1800092  REV: K,0.402,0.152528,0.24947200000000003,0.6205771144278607,
,,F-4056                  ,EMPI T4 MED. ADHESIVE 1800089 REV. H,0.406,0.374472,0.031528,0.0776551724137931,
,,F-4057                  ,EMPI TRICOT PATCH-PRINTED RH950 1800110 Rev H,1.2586,0.723832,0.5347679999999999,0.42489114889559826,
,,F-4058                  ,EMPI T4 SMALL LINER- P/N 1800091  REV:  K,0.4028,0.11308,0.28972,0.7192651439920555,
,,F-4062                  ,EMPI INSULATOR FOAM 1800128-001 Rev E,1.2404,0.968675,0.271725,0.2190623992260561,
,,F-4064                  ,EMPI TRICOT ADH. MATL-HYBRID Rev H 1800126,0.508,0.700653,-0.19265299999999996,-0.3792381889763779,
,,F-4066                  ,EMPI T4 SMALL ADHESIVE 1800088 REV. H,0.4,0.487695,-0.08769499999999997,-0.21923749999999992,
,,F-4067                  ,EMPI 1800090 - T4 LARGE ADHESIVE REV. H,0.41,0.386586,0.02341399999999999,0.05710731707317071,
,,F-4069                  ,EMPI LINER IOGEL LARGE 1800093 Rev K,0.4516,0.199975,0.251625,0.5571855624446412,
,,F-4070                  ,**INACTIVE**EMPI INSULATOR LINER 1800127,0.23,0.209813,0.02018700000000001,0.08776956521739135,
,,F-4070A                 , SOUTH DAKOTA PARTNERS RELEASE LINER I-BRESIS  Rev H 1800127,0.1988,0.227134,-0.028333999999999998,-0.14252515090543258,
,,F-440001A               ,ADVANCE MED. SOLUTIONS-WOUND CLOSURE STRIP - LARGE DRM 05 0115,0.6,0.185391,0.414609,0.691015,
,,F-440002A               ,ADVANCE MED.SOLUTIONS-SM WOUND CLOSURE STRIP CARD,0.55,0.110317,0.43968300000000005,0.7994236363636363,
,,F-4801                  ,PYNG CONNECTOR CLIP PSA DOT 01-0028 F,0.36,0.258116,0.10188399999999997,0.28301111111111105,
,,F-4802                  ,PYNG  DOME VELCRO RING SUB 01-0041 C,0.78,0.513378,0.266622,0.34182307692307695,
,,F-4803                  ,PYNG TARGET PATCH 01-0003 D,1.08,0.553824,0.5261760000000001,0.4872,
,,F-4804                  ,PYNG SIMIO PATCH SUB 01-0006 D,1.25,0.586497,0.663503,1.1312981993087772,
,,F-500001                ,CRITICARE COLLAR ADHESIVE .5 DOTS 40128B001,0.48,1.565066,-1.085066,-2.260554166666667,
,,F-5400                  ,OLIVER PRODUCTS CONDUCTIVE TRACE 09223,2.21,1.709622,0.500378,0.2264153846153846,
,,F-56007                 ,MERIT MEDICAL ADHESIVE PATCH - 701828003 REV 009,1.7861,0.557946,1.228154,0.6876177145736521,
,,F-650004                ,VERMED LAMINATED DIE CUT STRIP EL506,0.914,0.151279,0.762721,0.8344868708971553,
,,F-6501                  ,MML WHATMAN DIE CUT PADS PS200 992240,0.0549,0.022437,0.032463,0.5913114754098361,
,,F-660001                ,BENCHMARK BATTERY PULL TAB,0.576,0.30987,0.26613,0.46203125,
,,F-6801                  ,ACTIVATEK TRIVARION MED. 2.0cc 00120 REV B,1.8,0.362433,1.437567,0.7986483333333333,
,,F-7400                  ,HUTCHINSON PATIENT INTERFACE SKIRT 5010342,0.65,0.315107,0.334893,0.51522,
,,F-7401                  ,HUTCHINSON ADHESIVE GROUND PAD 5014523,0.756,0.178676,0.577324,0.7636560846560846,
,,F-77017                 ,SPERIAN ANESTHESIA-AID 50PR 31-7500 CE,17.88,7.396257,10.483742999999999,0.5863390939597315,
,,F-77018                 ,SPERIAN ANESTHESIA-AID SAMPLE 5PR 31-7503 CE,2.95,1.649072,1.300928,0.4409925423728814,
,,F-77022                 ,SPERIAN LED-AID 5 PAIR 31-8403,3.41,9.411621,-6.001621,-1.7600061583577713,
,,F-81002                 ,LIFE TECH 3 X 4 ELECTRODE P0328,2.31,0.711979,1.5980210000000001,0.6917839826839828,
,,F-8500                  ,ABBOTT LAB FILTER ASSY FLM 852600,4.17,1.514552,2.655448,0.6367980815347721,
,,F-8600                  ,LIFE SCIENCE MASK/PRONG SIZER-P/N 80641,0.3,0.153565,0.14643499999999998,0.48811666666666664,
,,F-8800                  ,MUELLER BULK NO GLARE STRIPS - 4/SHT B140404,0.11,0.043429,0.06657099999999999,0.605190909090909,
,,F-8802                  ,MUELLER BULK NO GLARE STRIPS 12/SHT B140404B,0.25,0.057031,0.192969,0.771876,
,,F-8803                  ,MUELLER PREM FULLFACE NO GLARE PRINTED B140405,0.27,0.284188,-0.014187999999999978,-0.052548148148148066,
,,N-4002                  ,Lab Testing,500,0,500,1,
,,N-4005                  ,2 Year Stability Study,19500,0,19500,1,
,,N-4006                  ,3 Year Stability Study,26800,0,26800,1,
,,N-4011                  ,Below Sterilization MOQ Fee,3000,0,3000,1,
,,N-4012                  ,Sterilization Validation,24000,0,24000,1,
,,PH00001                 ,"Pellecome Testosterone Pellet, 25mg",4,0,4,1,
,,PH00002                 ,"Pellecome Testosterone Pellet, 50mg",4,0,4,1,
,,PH00003                 ,"Pellecome Testosterone Pellet, 100mg",4.5,0,4.5,1,
,,PH00004                 ,"Pellecome Testosterone Pellet, 200mg",5.5,0,5.5,1,
,,PH00005                 ,"Pellecome Testosterone Pellet, 300mg",6,0,6,1,
,,PH000103                ,TSA contact plates Tryptic Soy Agar,2.24,0,2.24,1,
,,PH000107                ,"Estradiol, USP Hemihydrate",5.3,7.322,-2.0220000000000002,-0.3815094339622642,
,,PH000114                ,Green Sterile Nitrile CR Gloves 9.0,0.95,0,0.95,1,
,,PH000115                ,"Sterile Sleeves, Antistatic ISO 4 (90pr)",0.75,0,0.75,1,
,,PH000122                ,"Medium Drop Down Sterile Coverall BioClean, 20/cs",9.5,9.937,-0.4369999999999994,-0.04599999999999994,
,,PH000124                ,"Stearic Acid 50, NF (500GM) CAS# 67701-03-5",0.034,0.035564,-0.001563999999999996,-0.045999999999999874,
,,PH000125                ,"Methyl Alcohol, NF 4L",0.03255,0.087184,-0.054633999999999995,-1.6784639016897078,
,,PH000126                ,"CHOLESTEROL, NF (500GM)",0.434,0.453964,-0.019963999999999982,-0.04599999999999996,
,,PH000127                ,"TESTOSTERONE, USP (Soy) Non Micro (CIII)",1.2,1.2552,-0.05520000000000014,-0.04600000000000012,
,,PH000128                ,Vitamin D3 (powder) 25GM,0.84,0,0.84,1,
,,PH000129                ,"Bioclean Sterile Glove size 6.5, Polychloroprene",0.948,0.99187,-0.043870000000000076,-0.04627637130801696,
,,PH000130                ,"""PURGE""Estradiol, USP Hemihydrate (100GM)",5.25,5.4915,-0.24150000000000027,-0.046000000000000055,
,,PH000131                ,Sabdex 90mm settling plate(20/bx),3.52,0,3.52,1,
,,PH000132                ,Sabdex 55mm contact plate( 20/bx),2.58,0,2.58,1,
,,PH000133                ,"Shoe Covers, MicroGuard CE w/ Tunnelized Elastic",0.3125,0.326875,-0.014375000000000027,-0.04600000000000008,
,,PH000134                ,"6XL Sterile Coverall DropDown, BioClean,15/cs",11.666,12.203263,-0.5372629999999994,-0.046053745928338705,
,,PH000135                ,"XL Sterile Coverall DropDown, BioClean",9.5,9.937,-0.4369999999999994,-0.04599999999999994,
,,PH000136                ,"STERILE GOGGLES, VIJON BIOCLEAN",3.5,0,3.5,1,
,,PH000137                ,"ANASTROZOLE, USP",79,99.35954,-20.359539999999996,-0.2577156962025316,
,,PH000138                ,"""PURGE""Testosterone, USP (Soy) Non-Micro 100GM (CIII)",1.2,1.2552,-0.05520000000000014,-0.04600000000000012,
,,PH000139                ,"Acetaminophen, USP 500GM",0.036,0.037656,-0.0016560000000000047,-0.04600000000000013,
,,PH000140                ,"Vacuum Pump Oil, Welch DirecTorr Gold",180.86,189.17956,-8.319559999999996,-0.04599999999999997,
,,PH000141                ,Peridox RTU Quart (6 pk),26.6666,0,26.6666,1,
,,PH000142                ,"LG Sterile Coverall DropDown,BioClean",9.5,9.937,-0.4369999999999994,-0.04599999999999994,
,,PH000143                ,"Wedge Mortar Card, Blue",0.25,0,0.25,1,
,,PH000144                ,"weigh paper, 4 X4""",0.038,0,0.038,1,
,,PH000145                ,"SterileSorb™ Poly Dry Wipe 9×9, Contec",0.1833,0.106234,0.077066,0.42043644298963445,
,,PH000146                ,3M Particulate Respirator Charcoal 8247 R95,4.55,0,4.55,1,
,,PH000147                ,Firmapress Powder,0.069,0,0.069,1,
,,PH000148                ,"70% Isopropyl Alcohol, Non Sterile 16oz bottle",2.33,0,2.33,1,
,,PH000149                ,"Kimtech, Low Lint Prep Wipes",0.1856,0,0.1856,1,
,,PH000151                ,"Decon-Quat 200C- SimpleMix .25oz/16oz of Water, Sterile, Trigger",22.083,23.099164,-1.0161639999999998,-0.04601566816102884,
,,PH000152                ,Mask 3M Aura 9211+ Respirator Valve,2.6,0,2.6,1,
,,PH000153                ,Mask 3M Rounded 8210V Respirator with Valve,1.5,0,1.5,1,
,,PH000154                ,"9mm Solid Top RAM Ribbed Cap, BLUE, PP, PTFE/F217 Lined, 1000/ca",0.1179,0.123324,-0.005423999999999998,-0.04600508905852416,
,,PH000157                ,Stainless Steel Trocar----Female Disposable Kits (20-pack),10.62,5.727896,4.892103999999999,0.4606500941619585,
,,PH000158                ,Stainless Steel Trocar----Female Disposable Kits (4-pack),10.62,5.727896,4.892103999999999,0.4606500941619585,
,,PH000159                ,Stainless Steel Trocar----Male Disposable kits (20-Pack),10.62,5.727896,4.892103999999999,0.4606500941619585,
,,PH000160                ,Stainless Steel Trocar----Male Disposable kits (4-Pack),10.62,5.727896,4.892103999999999,0.4606500941619585,
,,PH000161                ,"Kimtech M3 7"" Sterile Pouch-Style Face Masks With Knitted Headba",1.01,0,1.01,1,
,,PH000171                ,"2XL Sterile Coverall Dropdown, BioClean",8.75,0,8.75,1,
,,PH000174                ,"9mm Solid Top RAM Ribbed Cap, YELLOW, PP, PTFE/F217 Lined",0.1179,0,0.1179,1,
,,PH000176                ,"10 x 10 x 4"" Corrugated Boxes S-4346",0.55,0,0.55,1,
,,PH000177                ,Unguator Jar: 2000ml GAKO,27.104,0,27.104,1,
,,PH000178                ,3M 60924 Ammonia/Methylamine Filter Combo P100,33,0,33,1,
,,PH000179                ,3M 60923 Organic Vapor/Acid Gas Cart/Filter combo P100,30,0,30,1,
,,PH000180                ,"Sterile Dry Wiper, Cellulose/Polyester, 68gm, 12"" x 12"", Double",0.101,0,0.101,1,
,,PH000181                ,"Clearview Goggles, Toughened Polycarbonate Lens, ETO Sterile, 60",4.166,0,4.166,1,
,,PH000182                ,"Spectrum Anti-Static Square Weigh Boats, Black, 250 mL, 140 x 14",0.211,0,0.211,1,
,,ph000183                ,"Spectrum Anti-Static Square Weigh Boats, Black, 100 mL, 80 x 80",0.1145,0,0.1145,1,
,,PH000184                ,"Spectrum Anti-Static Square Weigh Boats, Black, 20 mL, 45 x 45 m",0.0784,0,0.0784,1,
,,PH000185                ,"smartSpatula Disposable Antistatic Micro Spatula, Opaque, 140 mm",0.0885,0,0.0885,1,
,,PH000186                ,"smartSpatula Disposable Standard Spatulas, Opaque, 210 mm - 300",0.111,0,0.111,1,
,,PH000187                ,"Syringe, BD Luer-Lok, 10 mL (Sterile)",0.175,0,0.175,1,
,,PH000188                ," Enviro-Wipe PC Presaturated Wiper, Poly/Cell, Validated Sterile",0.46,0,0.46,1,
,,PH000189                ,Unguator AirDynamic Jar 1000ML/3PK,11.66,0,11.66,1,
,,PH000190                ,DRI-CARD DESICCANTS 85x85x0.5mm 800ct,0.12,0,0.12,1,
,,Supplied Water          ,Mesquite Supplied Water,3.3e-05,3.4e-05,-9.999999999999972e-07,-0.030303030303030217,
,,T-S-731                 ,Tool - Score - 144 Tooth - 15.0 x .50,1150,0,1150,1,
,,T-X-732                 ,Tool - Kiss Cut - 144 Tooth - 6.75 x 18,1490,0,1490,1,
,,T-X-733                 ,Tool - Perimiter - 144 Tooth - 7.25 x 18,15130,0,15130,1,
,,TEST - 1769             ,"TKL .75"" X .75"" AHLSTROM PAD",1824,0.158425,1823.841575,0.9999131441885964,
,,TEST - 2976             ,MEDLINE BLUE PARTICULATE,426,485.656121,-59.656120999999985,-0.14003784272300465,
,,TEST - 6097             ,1.5 X 1.5 THIN FILM MSC2701,0.063334,0.101169,-0.037834999999999994,-0.5973884485426468,
,,TEST 003958D            ,HARMAC FILTER DISC VERSAPORE 450RC / 3M1510,0.255,0.025,0.23,0.9019607843137255,
,,TEST 005323             ,UDI CODE PRINT TEST,0.407113,0.148393,0.25872,0.6354992348561702,
,,TEST 005342             ,ISI LARGE ALUMI-HANDS 760,5.21,3.847548,1.3624519999999998,0.2615071017274472,
,,TEST 005378             ,KCI CYNCH DRSG 419777 CINPWT 40CM,1.021285,7.173199,-6.1519140000000005,-6.023699554972413,
,,TEST 005380             ,KCI ABSORBENT DRSG 419777 Rev. A,0.697832,1.016904,-0.319072,-0.45723325958110267,
,,TEST 006039             ,MEDLINE SURESITE 4 X 4.75 MSC2304,1.690606,2.775165,-1.0845589999999998,-0.6415208511030954,
,,TEST 006051             ,HARMAC DRAPE LABEL TESTING,0.036662,0.057212,-0.02055,-0.5605258851126507,
,,TEST 006052             ,PHARMCHEM UDI PACKAGING PRINT TEST,0.06108,0.610436,-0.549356,-8.994040602488539,
,,TEST 007228             ,4X5 COLLAGEN PAD WITH HYALURONIC ACID,123,14.217912,108.782088,0.8844072195121951,
,,TEST 007229             ,METAGRAFT PAD 4X5,123,14.95325,108.04675,0.8784288617886179,
,,TEST 1738               ,BLISTER PAD TEST / CH-HYDROCOLLOID,1,0.712546,0.287454,0.287454,
,,TEST 1769               ,"Turn Therapeutics Collagen/Hexagen ""control"" units",8,3.208727,4.791273,0.598909125,
,,TEST 6039               ,MEDLINE CHEVRON POUCH VALIDATION,1.920443,3.129085,-1.208642,-0.6293558309202617,
,,TEST 6041               ,KCI PRINTED 40CM CYNCH,0.580885,0.836932,-0.256047,-0.4407877634987993,
,,TEST 6042               ,CLOZEX 2.75 X 4 TAN DRSNG / COLD SEAL,0.147393,0.267809,-0.12041600000000002,-0.8169723121179434,
,,TEST 6043               ,CLOZEX 2.75X2.75 TAN DRSNG / COLD SEAL,0.193898,0.275784,-0.08188599999999999,-0.42231482532052933,
,,TEST 6052               ,PHARMCHEM UDI PACKAGER PRINT,0.090585,0.289373,-0.198788,-2.1944913617044763,
,,TEST 6247               ,FREUDENBERG STERILE MASK,0.444708,0.126364,0.31834399999999996,0.7158495012457612,
,,TEST 6250               ,NUTRI TUBE - SMALL TUBI,0.89,0.123812,0.766188,0.860885393258427,
,,TEST-2979               ,"CUDERM BLACK FOAM  W/ ADH - .875"" CIRCLE",0.49,0.061254,0.42874599999999996,0.8749918367346938,
,,TEST 7217,DermaClip Vet Large 3 Clip Adhesive Pad,6.7991,0.278996,6.520104,23.36988343918909,
,,V-000112                ,"S. EAGLE NICOTINE DISSOLVABLE STRIP, 10 PK CARTON",150,64.711739,85.288261,0.5685884066666667,
,,V-000113                ,"S. EAGLE NICOTINE DISSOLVABLE STRIP, 6 PK CARTON",18,11.581644,6.418355999999999,0.3565753333333333,
,,7402,Good Clean Love Restore 2oz. E-Comm Packout,2.51,0.560722,1.9492779999999996,3.4763715352705966,
,,7235,HARMAC PRTD DRAPE ASSEMBLY P3113231 REV.A  (ROW),0.5211,0.254277,0.26682300000000003,1.0493398931086966,
,,7236,HARMAC PRTD DRAPE ASSEMBLY W/LABEL - P3113251,0.5322,0.261876,0.270324,1.032259542684324,
,,7482,"CARDINAL HEALTH TELFA MINI ISLAND DRESSING 2""x3.75"" 7539LF",32.88,25.852097,7.027903000000002,0.2718504034701712,
,,7486,"CARDINAL HEALTH TELFA ADHESIVE DRESSING 3""x4"" 7643",259.272,115.941463,143.330537,1.236231916445629,
,,7487,"CARDINAL HEALTH TELFA ADHESIVE DRESSING 2""x3"" 6017",269.76,118.647656,151.112344,1.2736226664267183,
,,7488,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 3""x4"" 2132",170.4,112.779172,57.620828,0.5109172817832002,
,,7489,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 2""x3"" 1961",108,74.923971,33.076029000000005,0.4414612380862729,
,,6412,CARELAGEN EC004 1 gram Collagen Powder,3.75,1.564055,2.1859450000000002,1.3976138946520424,
,,6413,CARELAGEN EC008 2X2 Collagen Dressing,2.77,2.383961,0.3860389999999998,0.16193175978969446,
,,3132,MEDLINE CURAD NASAL TUBE HOLDER CURNASTUB50,5.5,5.427186,0.07281400000000016,0.013416529302662588,
,,CELG09,CelGenera Surgical Matrix Collagen Powder,7.5,3.870955,3.629045,0.9375063776251598,
,,7494,BIOGENNIX Agilon Surgical Matrix Collagen Powder 5mL,50,1.967381,48.032619,24.414497751071092,
,,7495,Strukmyer 1 gram CoMatryx OTC Collagen Powder,3.75,1.675763,2.074237,1.2377866082494962,
,,7547,Biogennix Surgical Collagen Powder 5mL,50,1.400047,48.599953,34.71308677494398,
,,7557,FREUDENBERG 30cm X 20cm Nonwoven Sheets 122P0462,1.49,1.1,0.3899999999999999,0.35454545454545444,
,,7564,Pourri Peppermint Vanilla Breath Spray 10 mL,2.47,5.302492,-2.832492,-0.5341812868364535,
,,7558,ioTech ioRinse AC 1 liter,1.7,0.441552,1.258448,2.8500561655252383,
,,7559,ioTech ioRinse AC 16oz,1.57,0.287202,1.282798,4.466535748358298,
,,7560,ioTech ioRinse Ultra 1 liter,1.7,0.439452,1.260548,2.8684543476875746,
,,7561,ioTech ioRinse Ultra 16 oz,1.57,0.285627,1.284373,4.496679235506447,
,,7680,MPM ACM Surgical (ACM05) Vial/5mL,7.5,2.488816,5.011184,2.0134811090896236,
,,7672,"CLINICAL RESEARCH LABS SEMI-OCCLUSIVE 20K ROLL, 1 EA = 1 CHAMBER",0.0915,0.006603,0.084897,12.857337573830076,
,,7687,ioTech ioRinse MR 1 liter,1.7,0.388609,1.311391,3.374577017001665,
,,7481,CARDINAL HEALTH TELFA PLASTIC SHEETING 1115,121.64,87.968877,33.671122999999994,0.3827617692561881,
,,7711,ioTech ioRinse MR 1 liter Canada,1.7,0.055705,1.644295,29.51790683062562,
,,7736,THERBR PMINT HOLIDAY RINSE 12/16OZ 20511581,23.17,12.69204,10.477960000000001,0.8255536541013108,
,,7728,Biogennix Surgical Collagen powder 2.5mL,50,1.694293,48.305707,28.510834312601183,
,,7715,FIDIA 2x2 Collagen Pad,5,3.83093,1.16907,0.30516610849062764,
,,7738,PERIO AO ProVantage GEL 15ml,2.58,0.030351,2.549649,84.00543639418801,
,,7751,PERIO AO ProVantage GEL 30 mL,4.15,0.060701,4.0892990000000005,67.36790168201513,
,,7794,PERIO AO ProRinse SENSITIVE 32 oz,6.75,1.501164,5.248836,3.496510707690832,
,,7769,PERIO AO ProRinse SENSITIVE 10 oz,2.61,0.469308,2.140692,4.561379733565164,
,,7795,PERIO AO ProRinse HYDRATING 10 oz,3,0.476858,2.523142,5.29118102244274,
,,7801,PERIO AO ProRinse HYDRATING 32 oz,9.15,1.525314,7.6246860000000005,4.99876484448448,
